ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
6,Melbourne,Australian Open,2018-01-22,Grand Slam,Outdoor,Hard,4th Round,5,Sandgren T.,Thiem D.,97,5.0,583,4060.0,6.0,2.0,4.0,6.0,7.0,6.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,7.0,1.1,6.25,1.09,6.5,1.11,7.4,1.13,7.8,1.13,6.81,1.11
6,Melbourne,Australian Open,2018-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,5,Cilic M.,Nadal R.,6,1.0,3805,10600.0,3.0,6.0,6.0,3.0,6.0,7.0,6.0,2.0,2.0,0.0,2.0,2.0,Retired,4.0,1.25,3.75,1.23,4.0,1.25,4.18,1.28,4.5,1.3,4.03,1.25
6,Melbourne,Australian Open,2018-01-28,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Cilic M.,2,6.0,9605,3805.0,6.0,2.0,6.0,7.0,6.0,3.0,3.0,6.0,6.0,1.0,3.0,2.0,Completed,1.22,4.5,1.21,3.95,1.25,4.33,1.25,4.66,1.3,4.75,1.23,4.37
33,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Albot R.,Barrere G.,97,197.0,634,303.0,4.0,6.0,0.0,6.0,7.0,5.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,2.0,1.8,2.05,1.69,2.0,1.8,2.12,1.81,2.18,1.91,2.06,1.77
33,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Donaldson J.,Jarry N.,57,61.0,910,888.0,6.0,3.0,4.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,2.75,1.44,2.55,1.45,2.62,1.5,2.8,1.5,2.86,1.55,2.67,1.48
33,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Verdasco F.,Nishioka Y.,35,266.0,1280,207.0,6.0,7.0,6.0,4.0,6.0,3.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,1.25,4.0,1.25,3.6,1.25,4.0,1.25,4.46,1.29,4.55,1.25,4.05
33,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Andreozzi G.,Fritz T.,108,68.0,506,849.0,6.0,7.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.5,2.62,1.49,2.46,1.53,2.5,1.54,2.66,1.57,2.66,1.51,2.57
33,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Goffin D.,Haase R.,9,44.0,3020,1155.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,1.0,6.0,0.0,3.0,2.0,Completed,1.14,5.5,1.13,5.0,1.14,5.5,1.16,6.28,1.17,6.28,1.15,5.52
33,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Cecchinato M.,Copil M.,72,94.0,806,662.0,2.0,6.0,6.0,7.0,7.0,5.0,6.0,2.0,10.0,8.0,3.0,2.0,Completed,1.4,2.75,1.4,2.75,1.44,2.75,1.48,2.86,1.48,3.0,1.44,2.8
33,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Garcia-Lopez G.,Wawrinka S.,67,30.0,850,1400.0,6.0,2.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,2.2,1.66,2.15,1.63,2.1,1.73,2.3,1.69,2.33,1.76,2.22,1.67
33,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Bautista Agut R.,Istomin D.,13,100.0,2120,602.0,6.0,2.0,6.0,7.0,1.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.08,9.0,1.07,6.8,1.08,7.5,1.09,9.01,1.1,9.6,1.08,8.35
33,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Munar J.,Ferrer D.,155,41.0,356,1190.0,3.0,6.0,3.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,2.75,1.44,2.65,1.42,2.75,1.44,2.8,1.5,2.9,1.5,2.77,1.44
33,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Ruud C.,Thompson J.,157,91.0,350,669.0,6.0,1.0,6.0,4.0,2.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.33,3.4,1.25,3.6,1.3,3.5,1.28,4.14,1.33,4.15,1.27,3.76
33,Paris,French Open,2018-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Jaziri M.,Youzhny M.,63,98.0,872,616.0,2.0,6.0,6.0,2.0,6.0,2.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,1.3,3.5,1.28,3.35,1.33,3.4,1.32,3.74,1.33,3.8,1.3,3.55
33,Paris,French Open,2018-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Fabbiano T.,Ebden M.,115,73.0,466,794.0,6.0,4.0,5.0,7.0,6.0,2.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,1.3,3.5,1.28,3.35,1.33,3.4,1.31,3.85,1.35,3.85,1.3,3.49
33,Paris,French Open,2018-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Zopp J.,Sock J.,136,14.0,418,2110.0,6.0,7.0,6.0,2.0,4.0,6.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,4.0,1.25,4.2,1.19,4.33,1.22,4.85,1.22,4.85,1.25,4.52,1.21
33,Paris,French Open,2018-05-30,Grand Slam,Outdoor,Clay,1st Round,5,Chardy J.,Berdych T.,86,20.0,680,1750.0,7.0,6.0,7.0,6.0,1.0,6.0,5.0,7.0,6.0,2.0,3.0,2.0,Completed,2.62,1.5,2.49,1.47,2.5,1.53,2.75,1.51,2.75,1.56,2.58,1.51
33,Paris,French Open,2018-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Dzumhur D.,Albot R.,29,97.0,1415,634.0,6.0,3.0,6.0,3.0,5.0,7.0,1.0,6.0,7.0,5.0,3.0,2.0,Completed,1.28,3.75,1.26,3.45,1.3,3.4,1.29,4.05,1.33,4.05,1.29,3.68
33,Paris,French Open,2018-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Dimitrov G.,Donaldson J.,5,57.0,4870,910.0,6.0,7.0,6.0,4.0,4.0,6.0,6.0,4.0,10.0,8.0,3.0,2.0,Completed,1.14,5.5,1.12,5.2,1.12,6.0,1.15,6.35,1.17,6.38,1.14,5.71
33,Paris,French Open,2018-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Zverev A.,Lajovic D.,3,60.0,5615,894.0,2.0,6.0,7.0,5.0,4.0,6.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,1.08,9.0,1.07,7.0,1.08,7.5,1.09,9.35,1.11,9.5,1.08,8.19
33,Paris,French Open,2018-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Nishikori K.,Paire B.,21,51.0,1710,1020.0,6.0,3.0,2.0,6.0,4.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.22,4.33,1.2,4.1,1.25,4.0,1.24,4.55,1.28,4.73,1.23,4.28
33,Paris,French Open,2018-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Zopp J.,Bemelmans R.,136,110.0,418,490.0,4.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.72,2.1,1.64,2.13,1.67,2.2,1.74,2.22,1.76,2.38,1.69,2.18
33,Paris,French Open,2018-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Herbert P.H.,Chardy J.,87,86.0,680,680.0,2.0,6.0,6.0,3.0,6.0,2.0,3.0,6.0,9.0,7.0,3.0,2.0,Completed,2.62,1.5,2.6,1.43,2.75,1.44,2.86,1.48,2.9,1.5,2.75,1.45
33,Paris,French Open,2018-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Zverev A.,Dzumhur D.,3,29.0,5615,1415.0,6.0,2.0,3.0,6.0,4.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,1.06,11.0,1.05,7.8,1.06,9.0,1.06,12.75,1.08,12.75,1.05,10.36
33,Paris,French Open,2018-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Fognini F.,Edmund K.,18,17.0,1940,1950.0,6.0,3.0,4.0,6.0,3.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,2.0,1.8,1.98,1.74,2.0,1.8,2.12,1.83,2.12,1.91,2.01,1.81
33,Paris,French Open,2018-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Goffin D.,Monfils G.,9,37.0,3020,1220.0,6.0,7.0,6.0,3.0,4.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,1.36,3.2,1.32,3.15,1.36,3.25,1.36,3.55,1.38,3.55,1.34,3.3
33,Paris,French Open,2018-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Zverev A.,Khachanov K.,3,38.0,5615,1220.0,4.0,6.0,7.0,6.0,2.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.33,3.4,1.3,3.25,1.3,3.5,1.32,3.8,1.38,3.8,1.32,3.44
33,Paris,French Open,2018-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Schwartzman D.,Anderson K.,12,7.0,2165,3635.0,1.0,6.0,2.0,6.0,7.0,5.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.66,2.2,1.65,2.11,1.73,2.1,1.79,2.17,1.83,2.33,1.7,2.17
33,Paris,French Open,2018-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Cilic M.,Fognini F.,4,18.0,4950,1940.0,6.0,4.0,6.0,1.0,3.0,6.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.44,2.75,1.4,2.75,1.44,2.75,1.43,3.14,1.47,3.2,1.42,2.92
40,London,Wimbledon,2018-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Struff J.L.,Mayer L.,64,36.0,865,1235.0,3.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,2.62,1.5,2.5,1.47,2.62,1.5,2.66,1.54,2.69,1.54,2.58,1.51
40,London,Wimbledon,2018-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Muller G.,Mmoh M.,60,119.0,915,459.0,7.0,5.0,4.0,6.0,7.0,6.0,3.0,6.0,6.0,1.0,3.0,2.0,Completed,1.28,3.75,1.25,3.6,1.3,3.5,1.29,4.02,1.32,4.02,1.28,3.7
40,London,Wimbledon,2018-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Stakhovsky S.,Sousa J.,109,45.0,513,1045.0,6.0,3.0,6.0,3.0,5.0,7.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,1.61,2.25,1.62,2.15,1.67,2.2,1.74,2.22,1.75,2.25,1.69,2.17
40,London,Wimbledon,2018-07-02,Grand Slam,Outdoor,Grass,1st Round,5,Bemelmans R.,Johnson S.,104,42.0,545,1085.0,7.0,5.0,6.0,3.0,4.0,6.0,6.0,7.0,8.0,6.0,3.0,2.0,Completed,2.75,1.44,2.75,1.4,2.75,1.44,3.01,1.44,3.01,1.48,2.85,1.43
40,London,Wimbledon,2018-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Gulbis E.,Clarke J.,138,218.0,402,265.0,4.0,6.0,6.0,3.0,7.0,6.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.16,5.0,1.18,4.3,1.2,4.5,1.22,4.85,1.24,5.3,1.19,4.76
40,London,Wimbledon,2018-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Albot R.,Carreno Busta P.,98,12.0,586,2145.0,3.0,6.0,6.0,0.0,6.0,7.0,6.0,2.0,6.0,1.0,3.0,2.0,Completed,3.0,1.4,2.85,1.37,3.0,1.4,3.14,1.42,3.14,1.44,3.0,1.39
40,London,Wimbledon,2018-07-03,Grand Slam,Outdoor,Grass,1st Round,5,Berrettini M.,Sock J.,81,15.0,721,2110.0,6.0,7.0,6.0,7.0,6.0,4.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,2.2,1.66,2.15,1.62,2.2,1.67,2.3,1.69,2.3,1.75,2.18,1.69
40,London,Wimbledon,2018-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Novak D.,Pouille L.,171,19.0,338,1835.0,6.0,4.0,6.0,2.0,6.0,7.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,4.0,1.25,3.6,1.25,3.75,1.28,3.8,1.31,4.08,1.31,3.78,1.27
40,London,Wimbledon,2018-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Albot R.,Bedene A.,98,71.0,586,770.0,6.0,2.0,4.0,6.0,7.0,6.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,3.4,1.33,3.05,1.33,3.0,1.4,3.19,1.41,3.4,1.42,3.1,1.38
40,London,Wimbledon,2018-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Mcdonald M.,Jarry N.,103,66.0,554,859.0,7.0,6.0,5.0,7.0,3.0,6.0,6.0,2.0,11.0,9.0,3.0,2.0,Completed,1.66,2.2,1.6,2.2,1.61,2.2,1.68,2.34,1.8,2.34,1.66,2.24
40,London,Wimbledon,2018-07-04,Grand Slam,Outdoor,Grass,2nd Round,5,Struff J.L.,Karlovic I.,64,112.0,865,480.0,6.0,7.0,3.0,6.0,7.0,6.0,7.0,6.0,13.0,11.0,3.0,2.0,Completed,2.37,1.57,2.25,1.57,2.25,1.61,2.37,1.66,2.41,1.67,2.3,1.62
40,London,Wimbledon,2018-07-05,Grand Slam,Outdoor,Grass,2nd Round,5,Pella G.,Cilic M.,82,5.0,710,5060.0,3.0,6.0,1.0,6.0,6.0,4.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,13.0,1.04,10.0,1.02,10.0,1.04,18.03,1.03,20.0,1.05,14.07,1.03
40,London,Wimbledon,2018-07-05,Grand Slam,Outdoor,Grass,2nd Round,5,Tsitsipas S.,Donaldson J.,35,54.0,1254,945.0,6.0,3.0,6.0,2.0,3.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.61,2.25,1.6,2.2,1.61,2.25,1.65,2.4,1.7,2.4,1.63,2.29
40,London,Wimbledon,2018-07-05,Grand Slam,Outdoor,Grass,2nd Round,5,Isner J.,Bemelmans R.,10,104.0,3045,545.0,6.0,1.0,6.0,4.0,6.0,7.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,1.25,4.0,1.22,3.85,1.25,4.0,1.24,4.55,1.28,4.55,1.24,4.09
40,London,Wimbledon,2018-07-05,Grand Slam,Outdoor,Grass,2nd Round,5,Khachanov K.,Baghdatis M.,40,95.0,1130,599.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,1.3,3.5,1.25,3.6,1.28,3.75,1.27,4.23,1.3,4.23,1.26,3.89
40,London,Wimbledon,2018-07-05,Grand Slam,Outdoor,Grass,2nd Round,5,Gulbis E.,Dzumhur D.,138,23.0,402,1665.0,2.0,6.0,6.0,4.0,6.0,3.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,2.75,1.44,2.95,1.35,3.0,1.4,3.05,1.43,3.3,1.45,3.02,1.39
40,London,Wimbledon,2018-07-06,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Fritz T.,3,68.0,5755,839.0,6.0,4.0,5.0,7.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,1.12,6.0,1.1,5.9,1.12,6.0,1.13,7.38,1.16,7.6,1.12,6.26
40,London,Wimbledon,2018-07-06,Grand Slam,Outdoor,Grass,3rd Round,5,Mannarino A.,Medvedev D.,26,67.0,1580,847.0,6.0,4.0,6.0,3.0,4.0,6.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,2.0,1.8,1.95,1.75,2.0,1.8,2.04,1.88,2.13,1.88,2.02,1.8
40,London,Wimbledon,2018-07-07,Grand Slam,Outdoor,Grass,3rd Round,5,Gulbis E.,Zverev A.,138,3.0,402,5755.0,7.0,6.0,4.0,6.0,5.0,7.0,6.0,3.0,6.0,0.0,3.0,2.0,Completed,5.5,1.14,4.6,1.16,5.0,1.17,5.77,1.18,5.77,1.19,5.24,1.16
40,London,Wimbledon,2018-07-07,Grand Slam,Outdoor,Grass,3rd Round,5,Khachanov K.,Tiafoe F.,40,52.0,1130,985.0,4.0,6.0,4.0,6.0,7.0,6.0,6.0,2.0,6.0,1.0,3.0,2.0,Completed,1.61,2.3,1.57,2.25,1.61,2.25,1.63,2.47,1.65,2.5,1.6,2.35
40,London,Wimbledon,2018-07-11,Grand Slam,Outdoor,Grass,Quarterfinals,5,Anderson K.,Federer R.,8,2.0,3635,8720.0,2.0,6.0,6.0,7.0,7.0,5.0,6.0,4.0,13.0,11.0,3.0,2.0,Completed,10.0,1.07,7.75,1.05,8.0,1.07,9.52,1.09,12.6,1.1,9.1,1.07
40,London,Wimbledon,2018-07-11,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nadal R.,Del Potro J.M.,1,4.0,8770,5080.0,7.0,5.0,6.0,7.0,4.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.36,3.2,1.35,2.95,1.4,3.0,1.41,3.24,1.43,3.35,1.37,3.18
40,London,Wimbledon,2018-07-13,Grand Slam,Outdoor,Grass,Semifinals,5,Anderson K.,Isner J.,8,10.0,3635,3045.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,4.0,26.0,24.0,3.0,2.0,Completed,2.0,1.8,1.95,1.75,2.0,1.8,2.15,1.82,2.15,1.93,2.01,1.84
40,London,Wimbledon,2018-07-14,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Nadal R.,21,1.0,1715,8770.0,6.0,4.0,3.0,6.0,7.0,6.0,3.0,6.0,10.0,8.0,3.0,2.0,Completed,1.9,1.9,1.95,1.75,2.0,1.8,2.05,1.9,2.05,1.95,1.97,1.87
53,New York,US Open,2018-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Muller G.,121,127.0,460,448.0,7.0,6.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,2.37,1.57,2.35,1.65,2.2,1.67,2.3,1.69,2.45,1.72,2.28,1.64
53,New York,US Open,2018-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Bedene A.,37,78.0,1152,725.0,6.0,2.0,4.0,6.0,6.0,2.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,1.66,2.2,1.7,2.25,1.61,2.25,1.68,2.34,1.74,2.34,1.67,2.23
53,New York,US Open,2018-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Zverev M.,74,48.0,780,1030.0,4.0,6.0,2.0,6.0,6.0,4.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.8,2.0,1.8,2.1,1.91,1.91,1.83,2.09,1.91,2.2,1.77,2.07
53,New York,US Open,2018-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Harrison R.,5,53.0,4615,980.0,7.0,6.0,5.0,7.0,4.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.22,4.33,1.27,4.1,1.28,3.75,1.24,4.64,1.3,4.64,1.23,4.26
53,New York,US Open,2018-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Munar J.,Bemelmans R.,85,128.0,670,445.0,5.0,7.0,6.0,3.0,7.0,6.0,2.0,6.0,6.0,1.0,3.0,2.0,Completed,1.66,2.2,1.73,2.25,1.67,2.2,1.77,2.18,1.77,2.27,1.7,2.19
53,New York,US Open,2018-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Haase R.,Mcdonald M.,49,79.0,1010,719.0,4.0,6.0,4.0,6.0,6.0,3.0,6.0,1.0,6.0,3.0,3.0,2.0,Completed,1.53,2.5,1.57,2.6,1.53,2.5,1.55,2.64,1.57,2.65,1.53,2.54
53,New York,US Open,2018-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Ebden M.,Krajinovic F.,54,33.0,969,1314.0,7.0,6.0,6.0,7.0,4.0,6.0,6.0,1.0,4.0,1.0,2.0,2.0,Retired,2.2,1.66,2.35,1.67,2.2,1.67,2.29,1.7,2.38,1.7,2.27,1.65
53,New York,US Open,2018-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Thiem D.,Johnson S.,9,31.0,3485,1340.0,6.0,7.0,6.0,3.0,5.0,7.0,6.0,4.0,6.0,1.0,3.0,2.0,Completed,1.57,2.37,1.57,2.6,1.53,2.5,1.56,2.6,1.6,2.6,1.54,2.5
53,New York,US Open,2018-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Jarry N.,11,42.0,3200,1063.0,6.0,7.0,6.0,4.0,3.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.2,4.5,1.22,5.0,1.2,4.5,1.21,5.13,1.22,5.3,1.19,4.83
53,New York,US Open,2018-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Shapovalov D.,Seppi A.,28,51.0,1385,986.0,6.0,4.0,4.0,6.0,5.0,7.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.36,3.2,1.38,3.4,1.36,3.25,1.42,3.14,1.42,3.5,1.35,3.24
53,New York,US Open,2018-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Sousa J.,Carreno Busta P.,68,12.0,816,2425.0,4.0,6.0,6.0,3.0,5.0,7.0,6.0,2.0,2.0,0.0,2.0,2.0,Retired,3.75,1.28,4.0,1.3,3.75,1.28,3.78,1.32,4.0,1.32,3.71,1.29
53,New York,US Open,2018-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Struff J.L.,Benneteau J.,58,60.0,905,891.0,6.0,2.0,4.0,6.0,6.0,1.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.5,2.62,1.55,2.65,1.44,2.75,1.53,2.71,1.55,2.92,1.48,2.71
53,New York,US Open,2018-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Anderson K.,Shapovalov D.,5,28.0,4615,1385.0,4.0,6.0,6.0,3.0,6.0,4.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.44,2.75,1.45,3.05,1.4,3.0,1.45,2.99,1.46,3.08,1.42,2.93
53,New York,US Open,2018-09-02,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,De Minaur A.,7,45.0,4445,1043.0,4.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,1.14,5.5,1.18,5.8,1.17,5.0,1.16,6.19,1.2,6.35,1.16,5.53
53,New York,US Open,2018-09-02,Grand Slam,Outdoor,Hard,4th Round,5,Isner J.,Raonic M.,11,24.0,3200,1575.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,2.37,1.57,2.35,1.67,2.25,1.61,2.36,1.68,2.4,1.73,2.29,1.64
53,New York,US Open,2018-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Thiem D.,1,9.0,10040,3485.0,0.0,6.0,6.0,4.0,7.0,5.0,6.0,7.0,7.0,6.0,3.0,2.0,Completed,1.25,4.0,1.27,4.3,1.25,4.0,1.29,4.1,1.29,4.33,1.26,4.04
53,New York,US Open,2018-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nishikori K.,Cilic M.,19,7.0,1755,4445.0,2.0,6.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.37,1.57,2.5,1.62,2.37,1.57,2.47,1.63,2.63,1.67,2.45,1.59
