ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
6,Melbourne,Australian Open,2015-01-25,Grand Slam,Outdoor,Hard,4th Round,5,Kyrgios N.,Seppi A.,53.0,46.0,830.0,915.0,5.0,7.0,4.0,6.0,6.0,3.0,7.0,6.0,8.0,6.0,3.0,2.0,Completed,1.72,2.1,1.75,2.0,1.67,2.2,1.78,2.19,1.8,2.3,1.72,2.11
6,Melbourne,Australian Open,2015-01-26,Grand Slam,Outdoor,Hard,4th Round,5,Raonic M.,Lopez F.,8.0,14.0,4575.0,2130.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.14,5.5,1.14,5.25,1.17,5.0,1.18,5.84,1.19,6.0,1.16,5.2
6,Melbourne,Australian Open,2015-01-30,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Wawrinka S.,1.0,4.0,11405.0,5370.0,7.0,6.0,3.0,6.0,6.0,4.0,4.0,6.0,6.0,0.0,3.0,2.0,Completed,1.22,4.33,1.2,4.3,1.2,4.5,1.26,4.53,1.3,4.7,1.23,4.26
33,Paris,French Open,2015-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Johnson S.,Garcia-Lopez G.,56.0,24.0,850.0,1335.0,6.0,3.0,6.0,3.0,6.0,7.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,5.0,1.16,4.5,1.18,4.33,1.2,5.24,1.2,5.25,1.22,4.58,1.19
33,Paris,French Open,2015-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Becker B.,Bemelmans R.,48.0,95.0,965.0,546.0,6.0,3.0,6.0,7.0,2.0,6.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.66,2.1,1.72,2.05,1.67,2.1,1.91,2.0,1.91,2.16,1.77,2.02
33,Paris,French Open,2015-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Monaco J.,Delbonis F.,35.0,82.0,1170.0,627.0,6.0,7.0,6.0,2.0,6.0,1.0,6.0,7.0,6.0,2.0,3.0,2.0,Completed,1.66,2.1,1.68,2.15,1.67,2.1,1.78,2.16,1.78,2.4,1.66,2.19
33,Paris,French Open,2015-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Paire B.,Elias G.,71.0,152.0,698.0,342.0,5.0,7.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.4,2.75,1.4,2.9,1.4,2.75,1.5,2.8,1.5,3.1,1.41,2.84
33,Paris,French Open,2015-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Edmund K.,Robert S.,121.0,558.0,447.0,56.0,2.0,6.0,6.0,4.0,6.0,3.0,5.0,7.0,6.0,2.0,3.0,2.0,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.56,2.59,1.56,2.62,1.51,2.51
33,Paris,French Open,2015-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Mayer L.,Vesely J.,22.0,41.0,1580.0,1053.0,3.0,6.0,7.0,6.0,6.0,3.0,5.0,7.0,6.0,2.0,3.0,2.0,Completed,1.5,2.5,1.6,2.3,1.53,2.38,1.68,2.34,1.68,2.5,1.58,2.35
33,Paris,French Open,2015-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Arnaboldi A.,Duckworth J.,187.0,83.0,261.0,626.0,4.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,0.0,3.0,2.0,Completed,2.25,1.57,2.4,1.55,2.25,1.57,2.54,1.58,2.6,1.6,2.39,1.55
33,Paris,French Open,2015-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Berlocq C.,Marchenko I.,111.0,127.0,480.0,427.0,4.0,6.0,3.0,6.0,6.0,3.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,1.28,3.5,1.3,3.4,1.33,3.25,1.31,3.83,1.34,3.83,1.3,3.45
33,Paris,French Open,2015-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Muller G.,Lorenzi P.,55.0,86.0,868.0,617.0,4.0,6.0,4.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.66,2.1,1.72,2.05,1.73,2.0,1.97,1.93,1.97,2.15,1.74,2.06
33,Paris,French Open,2015-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Becker B.,Verdasco F.,48.0,34.0,965.0,1180.0,6.0,4.0,0.0,6.0,1.0,6.0,7.0,5.0,10.0,8.0,3.0,2.0,Completed,13.0,1.04,10.0,1.03,9.0,1.04,13.0,1.05,13.5,1.05,11.08,1.04
33,Paris,French Open,2015-05-27,Grand Slam,Outdoor,Clay,2nd Round,5,Monfils G.,Schwartzman D.,14.0,62.0,2065.0,785.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.12,6.0,1.13,5.75,1.11,6.5,1.12,7.73,1.13,8.0,1.11,6.5
33,Paris,French Open,2015-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Kokkinakis T.,Tomic B.,84.0,26.0,619.0,1320.0,3.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,8.0,6.0,3.0,2.0,Completed,1.5,2.5,1.52,2.45,1.53,2.38,1.57,2.57,1.57,2.57,1.54,2.43
33,Paris,French Open,2015-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Andujar P.,Kohlschreiber P.,42.0,28.0,1050.0,1285.0,6.0,1.0,7.0,6.0,3.0,6.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,3.0,1.36,2.9,1.4,2.75,1.4,3.17,1.41,3.2,1.48,2.98,1.38
33,Paris,French Open,2015-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Coric B.,Robredo T.,46.0,19.0,970.0,1755.0,7.0,5.0,3.0,6.0,6.0,2.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,3.0,1.36,3.0,1.38,3.0,1.36,3.17,1.41,3.4,1.41,3.1,1.36
33,Paris,French Open,2015-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Gasquet R.,Berlocq C.,21.0,111.0,1625.0,480.0,3.0,6.0,6.0,3.0,6.0,1.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,1.1,7.0,1.1,6.5,1.1,7.0,1.12,7.45,1.12,7.8,1.09,7.0
33,Paris,French Open,2015-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Simon G.,Mahut N.,13.0,116.0,2210.0,469.0,6.0,2.0,6.0,7.0,6.0,7.0,6.0,3.0,6.0,1.0,3.0,2.0,Completed,1.1,7.0,1.11,6.0,1.12,6.0,1.13,7.66,1.13,8.0,1.1,6.66
33,Paris,French Open,2015-05-29,Grand Slam,Outdoor,Clay,3rd Round,5,Monfils G.,Cuevas P.,14.0,23.0,2065.0,1502.0,4.0,6.0,7.0,6.0,3.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.36,3.0,1.4,2.9,1.4,3.0,1.43,3.14,1.43,3.46,1.38,3.04
33,Paris,French Open,2015-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Ferrer D.,Bolelli S.,8.0,60.0,4490.0,826.0,6.0,3.0,1.0,6.0,5.0,7.0,6.0,0.0,6.0,1.0,3.0,2.0,Completed,1.07,9.0,1.05,9.0,1.05,10.0,1.09,9.6,1.09,12.0,1.06,9.08
33,Paris,French Open,2015-06-02,Grand Slam,Outdoor,Clay,Quarterfinals,5,Tsonga J.W.,Nishikori K.,15.0,5.0,2045.0,5220.0,6.0,1.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,3.75,1.28,3.5,1.28,3.5,1.3,3.9,1.31,3.9,1.45,3.55,1.3
33,Paris,French Open,2015-06-06,Grand Slam,Outdoor,Clay,Semifinals,5,Djokovic N.,Murray A.,1.0,3.0,13845.0,7040.0,6.0,3.0,6.0,3.0,5.0,7.0,5.0,7.0,6.0,1.0,3.0,2.0,Completed,1.16,5.0,1.15,5.0,1.17,5.0,1.18,5.87,1.2,6.0,1.16,5.18
39,London,Wimbledon,2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Broady L.,Matosevic M.,182.0,138.0,282.0,391.0,5.0,7.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,2.62,1.44,2.6,1.48,2.62,1.44,2.95,1.46,3.0,1.48,2.75,1.43
39,London,Wimbledon,2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Verdasco F.,Klizan M.,43.0,39.0,1045.0,1100.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,7.0,13.0,11.0,3.0,2.0,Completed,1.28,3.5,1.28,3.5,1.3,3.4,1.32,3.74,1.33,3.75,1.29,3.52
39,London,Wimbledon,2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Nieminen J.,Hewitt L.,92.0,118.0,564.0,465.0,3.0,6.0,6.0,3.0,4.0,6.0,6.0,0.0,11.0,9.0,3.0,2.0,Completed,2.37,1.53,2.45,1.52,2.38,1.57,2.47,1.61,2.55,1.61,2.4,1.55
39,London,Wimbledon,2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Nishikori K.,Bolelli S.,5.0,55.0,5660.0,871.0,6.0,3.0,6.0,7.0,6.0,2.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.22,4.0,1.22,4.0,1.25,4.0,1.25,4.46,1.27,4.46,1.23,3.99
39,London,Wimbledon,2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Tomic B.,Struff J.L.,26.0,112.0,1355.0,478.0,6.0,3.0,3.0,6.0,2.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.16,5.0,1.17,4.75,1.14,5.0,1.16,6.17,1.18,6.71,1.15,5.21
39,London,Wimbledon,2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,De Schepper K.,Smith J.P.,163.0,160.0,320.0,323.0,4.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.53,2.37,1.55,2.4,1.53,2.38,1.61,2.49,1.61,2.52,1.55,2.41
39,London,Wimbledon,2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Johnson S.,Lacko L.,52.0,94.0,895.0,548.0,6.0,3.0,6.0,7.0,4.0,6.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.36,3.0,1.33,3.2,1.36,3.0,1.33,3.64,1.41,3.64,1.34,3.21
39,London,Wimbledon,2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Herbert P.H.,Chung H.,151.0,79.0,353.0,671.0,1.0,6.0,6.0,2.0,3.0,6.0,6.0,2.0,10.0,8.0,3.0,2.0,Completed,1.53,2.37,1.52,2.45,1.53,2.38,1.6,2.5,1.6,2.7,1.53,2.45
39,London,Wimbledon,2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Kudla D.,Cuevas P.,105.0,23.0,496.0,1502.0,6.0,7.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.57,2.25,1.6,2.3,1.57,2.25,1.68,2.34,1.69,2.38,1.62,2.26
39,London,Wimbledon,2015-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Zverev A.,Gabashvili T.,74.0,53.0,689.0,882.0,6.0,3.0,1.0,6.0,6.0,3.0,3.0,6.0,9.0,7.0,3.0,2.0,Completed,1.4,2.75,1.45,2.7,1.4,2.75,1.56,2.62,1.56,2.81,1.46,2.68
39,London,Wimbledon,2015-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Muller G.,12.0,44.0,2565.0,1023.0,7.0,6.0,6.0,7.0,6.0,4.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,1.4,2.75,1.42,2.8,1.36,3.0,1.51,2.75,1.51,3.0,1.44,2.73
39,London,Wimbledon,2015-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Duckworth J.,Jaziri M.,87.0,84.0,594.0,622.0,7.0,6.0,6.0,2.0,3.0,6.0,3.0,6.0,7.0,5.0,3.0,2.0,Completed,2.0,1.72,2.05,1.72,1.91,1.8,1.95,1.95,2.15,1.95,2.02,1.77
39,London,Wimbledon,2015-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Pospisil V.,Millot V.,56.0,213.0,870.0,234.0,7.0,6.0,3.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,1.28,3.5,1.28,3.5,1.3,3.4,1.31,3.83,1.36,3.83,1.29,3.5
39,London,Wimbledon,2015-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Coric B.,Stakhovsky S.,40.0,49.0,1080.0,929.0,4.0,6.0,7.0,6.0,6.0,2.0,1.0,6.0,9.0,7.0,3.0,2.0,Completed,3.75,1.25,3.75,1.25,3.75,1.25,3.92,1.3,4.25,1.3,3.78,1.26
39,London,Wimbledon,2015-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Andujar P.,Garcia-Lopez G.,37.0,32.0,1125.0,1210.0,3.0,6.0,6.0,4.0,3.0,6.0,7.0,5.0,6.0,4.0,3.0,2.0,Completed,6.0,1.12,5.5,1.13,5.0,1.14,6.55,1.15,6.55,1.15,5.77,1.13
39,London,Wimbledon,2015-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Bedene A.,Stepanek R.,75.0,203.0,688.0,242.0,7.0,5.0,1.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,2.5,1.5,2.4,1.55,2.5,1.5,2.59,1.56,2.6,1.58,2.48,1.53
39,London,Wimbledon,2015-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Baghdatis M.,Millman J.,54.0,120.0,880.0,463.0,6.0,7.0,2.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.3,3.4,1.3,3.4,1.29,3.5,1.32,3.74,1.33,3.75,1.3,3.47
39,London,Wimbledon,2015-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Verdasco F.,Thiem D.,43.0,30.0,1045.0,1235.0,5.0,7.0,6.0,4.0,5.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.53,2.37,1.55,2.4,1.5,2.5,1.63,2.44,1.65,2.6,1.56,2.4
39,London,Wimbledon,2015-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Cilic M.,Berankis R.,9.0,90.0,3540.0,577.0,6.0,3.0,4.0,6.0,7.0,6.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,1.07,9.0,1.07,8.0,1.06,9.0,1.08,9.65,1.08,10.35,1.07,8.52
39,London,Wimbledon,2015-07-02,Grand Slam,Outdoor,Grass,2nd Round,5,Bautista R.,Paire B.,22.0,68.0,1545.0,745.0,2.0,6.0,4.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.22,4.0,1.2,4.3,1.25,3.75,1.24,4.65,1.26,4.7,1.22,4.11
39,London,Wimbledon,2015-07-02,Grand Slam,Outdoor,Grass,2nd Round,5,Basilashvili N.,Lopez F.,153.0,16.0,351.0,1935.0,7.0,5.0,3.0,6.0,6.0,3.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,6.0,1.12,5.5,1.13,5.0,1.14,6.7,1.14,6.75,1.15,5.9,1.12
39,London,Wimbledon,2015-07-02,Grand Slam,Outdoor,Grass,2nd Round,5,Seppi A.,Coric B.,27.0,40.0,1280.0,1080.0,4.0,6.0,6.0,4.0,6.0,7.0,6.0,1.0,6.0,1.0,3.0,2.0,Completed,1.22,4.0,1.2,4.3,1.22,4.0,1.23,4.72,1.25,4.75,1.21,4.22
39,London,Wimbledon,2015-07-02,Grand Slam,Outdoor,Grass,2nd Round,5,Andujar P.,Rosol L.,37.0,41.0,1125.0,1067.0,6.0,4.0,1.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,3.25,1.33,3.2,1.33,3.25,1.33,3.28,1.39,3.43,1.39,3.22,1.33
39,London,Wimbledon,2015-07-02,Grand Slam,Outdoor,Grass,2nd Round,5,Karlovic I.,Dolgopolov O.,25.0,70.0,1385.0,740.0,5.0,7.0,6.0,3.0,6.0,4.0,6.0,7.0,13.0,11.0,3.0,2.0,Completed,2.0,1.72,1.9,1.82,2.1,1.67,2.09,1.83,2.1,1.83,2.03,1.77
39,London,Wimbledon,2015-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Kudla D.,Giraldo S.,105.0,60.0,496.0,790.0,6.0,2.0,6.0,7.0,2.0,6.0,6.0,1.0,6.0,3.0,3.0,2.0,Completed,1.61,2.3,1.62,2.25,1.53,2.5,1.76,2.21,1.76,2.5,1.6,2.32
39,London,Wimbledon,2015-07-04,Grand Slam,Outdoor,Grass,3rd Round,5,Cilic M.,Isner J.,9.0,17.0,3540.0,1890.0,7.0,6.0,6.0,7.0,6.0,4.0,6.0,7.0,12.0,10.0,3.0,2.0,Completed,1.66,2.2,1.7,2.1,1.67,2.2,1.67,2.38,1.8,2.38,1.69,2.15
39,London,Wimbledon,2015-07-04,Grand Slam,Outdoor,Grass,3rd Round,5,Pospisil V.,Ward J.,56.0,111.0,870.0,483.0,6.0,4.0,3.0,6.0,2.0,6.0,6.0,3.0,8.0,6.0,3.0,2.0,Completed,1.4,3.0,1.4,2.9,1.4,3.0,1.46,3.0,1.46,3.07,1.41,2.85
39,London,Wimbledon,2015-07-04,Grand Slam,Outdoor,Grass,3rd Round,3,Simon G.,Monfils G.,13.0,18.0,2435.0,1885.0,3.0,6.0,6.0,3.0,7.0,6.0,2.0,6.0,6.0,2.0,3.0,2.0,Completed,1.72,2.1,1.68,2.15,1.8,2.0,1.72,2.28,1.9,2.28,1.72,2.11
39,London,Wimbledon,2015-07-06,Grand Slam,Outdoor,Grass,4th Round,5,Pospisil V.,Troicki V.,56.0,24.0,870.0,1494.0,4.0,6.0,6.0,7.0,6.0,4.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,3.4,1.33,3.4,1.3,3.25,1.36,3.73,1.33,3.77,1.36,3.4,1.32
39,London,Wimbledon,2015-07-07,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Anderson K.,1.0,14.0,13845.0,2090.0,6.0,7.0,6.0,7.0,6.0,1.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,1.03,15.0,1.03,11.0,1.03,12.0,1.04,17.0,1.05,17.5,1.03,13.45
39,London,Wimbledon,2015-07-08,Grand Slam,Outdoor,Grass,Quarterfinals,5,Gasquet R.,Wawrinka S.,20.0,4.0,1610.0,5790.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,4.0,11.0,9.0,3.0,2.0,Completed,2.75,1.44,2.7,1.45,2.75,1.44,2.74,1.53,2.8,1.55,2.68,1.47
52,New York,US Open,2015-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Nishikori K.,41.0,4.0,1052.0,6205.0,6.0,4.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,8.0,1.08,7.25,1.08,8.0,1.08,9.87,1.08,9.87,1.09,8.23,1.07
52,New York,US Open,2015-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Sousa J.,78.0,46.0,661.0,986.0,6.0,2.0,6.0,2.0,4.0,6.0,2.0,6.0,7.0,6.0,3.0,2.0,Completed,1.8,1.9,2.0,1.8,1.8,1.91,2.06,1.85,2.06,1.92,1.93,1.84
52,New York,US Open,2015-08-31,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Haas T.,42.0,506.0,1020.0,73.0,3.0,6.0,6.0,1.0,6.0,7.0,6.0,3.0,6.0,1.0,3.0,2.0,Completed,1.33,3.25,1.25,3.75,1.25,3.75,1.34,3.56,1.34,4.1,1.29,3.57
