ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
6,Melbourne,Australian Open,2014-01-15,Grand Slam,Outdoor,Hard,2nd Round,5,Mayer F.,Youzhny M.,37,15.0,1110,2145.0,6.0,4.0,3.0,6.0,6.0,3.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,2.5,1.5,2.25,1.62,2.25,1.57,2.5,1.6,2.2,1.67,2.6,1.67,2.36,1.57
6,Melbourne,Australian Open,2014-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Young D.,Seppi A.,91,25.0,595,1360.0,6.0,4.0,2.0,6.0,6.0,3.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,2.62,1.44,2.6,1.48,2.75,1.4,3.14,1.42,2.75,1.44,2.95,1.53,2.67,1.46
6,Melbourne,Australian Open,2014-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Cilic M.,19,36.0,1790,1130.0,4.0,6.0,7.0,6.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,3.5,1.28,3.5,1.28,3.75,1.25,4.22,1.27,3.75,1.25,4.3,1.33,3.77,1.26
6,Melbourne,Australian Open,2014-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Gabashvili T.,Verdasco F.,79,33.0,651,1235.0,7.0,6.0,3.0,6.0,2.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,6.5,1.11,5.25,1.15,5.0,1.14,6.55,1.15,6.0,1.13,7.0,1.18,5.74,1.13
6,Melbourne,Australian Open,2014-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista R.,Del Potro J.M.,62,5.0,750,5415.0,4.0,6.0,6.0,3.0,5.0,7.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,11.0,1.05,8.0,1.07,8.5,1.07,12.25,1.06,8.0,1.07,12.0,1.08,9.61,1.05
6,Melbourne,Australian Open,2014-01-16,Grand Slam,Outdoor,Hard,2nd Round,5,Paire B.,Kyrgios N.,28,183.0,1300,277.0,6.0,7.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.38,2.87,1.4,2.9,1.4,3.0,1.45,2.99,1.4,2.88,1.48,3.05,1.4,2.87
6,Melbourne,Australian Open,2014-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Anderson K.,Roger-Vasselin E.,21,40.0,1580,1038.0,3.0,6.0,4.0,6.0,6.0,3.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,1.44,2.62,1.55,2.4,1.57,2.38,1.56,2.64,1.53,2.5,1.61,2.68,1.54,2.45
6,Melbourne,Australian Open,2014-01-21,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,Djokovic N.,8,2.0,3890,12260.0,2.0,6.0,6.0,4.0,6.0,2.0,3.0,6.0,9.0,7.0,3.0,2.0,Completed,9.0,1.07,7.5,1.08,7.0,1.1,9.95,1.09,7.5,1.1,9.95,1.12,7.54,1.09
32,Paris,French Open,2014-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Youzhny M.,Carreno-Busta P.,16,68.0,2065,729.0,3.0,6.0,1.0,6.0,6.0,3.0,6.0,4.0,6.0,0.0,3.0,2.0,Completed,1.36,3.0,1.42,2.8,1.36,3.0,1.47,2.9,1.4,2.88,1.47,3.1,1.41,2.88
32,Paris,French Open,2014-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Nieminen J.,Przysiezny M.,60,102.0,790,572.0,6.0,7.0,6.0,4.0,6.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.14,5.5,1.2,4.3,1.17,4.5,1.14,6.87,1.17,5.0,1.2,6.87,1.17,5.03
32,Paris,French Open,2014-05-25,Grand Slam,Outdoor,Clay,1st Round,5,Stepanek R.,Arguello F.,43,114.0,1040,512.0,6.0,7.0,3.0,6.0,6.0,4.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.28,3.5,1.28,3.5,1.29,3.5,1.31,3.85,1.29,3.5,1.33,4.0,1.28,3.6
32,Paris,French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Bagnis F.,Benneteau J.,143,45.0,398,1035.0,6.0,1.0,6.0,2.0,1.0,6.0,3.0,6.0,18.0,16.0,3.0,2.0,Completed,2.62,1.44,3.0,1.38,3.0,1.36,2.94,1.46,3.0,1.36,3.65,1.46,2.95,1.39
32,Paris,French Open,2014-05-26,Grand Slam,Outdoor,Clay,1st Round,5,Bellucci T.,Becker B.,108,69.0,540,713.0,6.0,2.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.12,6.0,1.16,5.0,1.12,5.5,1.14,6.7,1.17,5.0,1.17,6.7,1.14,5.52
32,Paris,French Open,2014-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Michon A.,Klahn B.,206,71.0,238,705.0,6.0,1.0,6.0,7.0,5.0,7.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.2,4.33,1.25,3.75,1.25,3.75,1.26,4.34,1.25,3.75,1.3,4.35,1.24,3.96
32,Paris,French Open,2014-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Haider-Maurer A.,Brands D.,104,131.0,553,430.0,4.0,6.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.12,6.0,1.16,5.0,1.12,5.5,1.13,7.05,1.13,6.0,1.17,7.0,1.13,5.86
32,Paris,French Open,2014-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Johnson S.,Lokoli L.,64,406.0,748,104.0,4.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.25,3.75,1.25,3.75,1.29,3.5,1.29,4.05,1.29,3.5,1.3,4.05,1.27,3.68
32,Paris,French Open,2014-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Granollers M.,Dolgopolov O.,229,21.0,210,1645.0,1.0,6.0,3.0,6.0,6.0,3.0,6.0,0.0,6.0,2.0,3.0,2.0,Completed,3.75,1.25,3.5,1.28,3.5,1.29,3.97,1.29,3.5,1.29,4.3,1.3,3.71,1.27
32,Paris,French Open,2014-05-28,Grand Slam,Outdoor,Clay,2nd Round,5,Klizan M.,Haase R.,59,50.0,795,910.0,6.0,1.0,3.0,6.0,6.0,1.0,1.0,6.0,7.0,5.0,3.0,2.0,Completed,1.36,3.0,1.4,2.9,1.36,3.0,1.45,3.0,1.36,3.0,1.45,3.25,1.38,2.98
32,Paris,French Open,2014-05-29,Grand Slam,Outdoor,Clay,2nd Round,5,Verdasco F.,Cuevas P.,25,136.0,1420,416.0,4.0,6.0,6.0,7.0,7.0,5.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.33,3.25,1.35,3.1,1.36,3.25,1.42,3.11,1.36,3.0,1.42,3.3,1.35,3.13
32,Paris,French Open,2014-05-30,Grand Slam,Outdoor,Clay,3rd Round,5,Raonic M.,Simon G.,9,30.0,2975,1225.0,4.0,6.0,6.0,3.0,2.0,6.0,6.0,2.0,7.0,5.0,3.0,2.0,Completed,1.38,2.87,1.42,2.8,1.44,2.75,1.45,3.01,1.44,2.75,1.46,3.05,1.43,2.79
32,Paris,French Open,2014-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Monfils G.,Fognini F.,28,15.0,1390,2155.0,5.0,7.0,6.0,2.0,6.0,4.0,0.0,6.0,6.0,2.0,3.0,2.0,Completed,1.9,1.8,1.9,1.85,2.0,1.8,1.99,1.93,2.0,1.8,2.1,1.96,1.95,1.84
32,Paris,French Open,2014-05-31,Grand Slam,Outdoor,Clay,3rd Round,5,Garcia-Lopez G.,Young D.,41,79.0,1063,647.0,6.0,2.0,6.0,4.0,2.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,1.16,5.0,1.2,4.3,1.2,4.5,1.2,5.37,1.22,4.0,1.22,5.65,1.18,4.82
32,Paris,French Open,2014-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Murray A.,Kohlschreiber P.,8,24.0,4120,1485.0,3.0,6.0,6.0,3.0,6.0,3.0,4.0,6.0,12.0,10.0,3.0,2.0,Completed,1.38,2.87,1.45,2.7,1.44,2.75,1.44,3.06,1.44,2.88,1.49,3.06,1.43,2.8
32,Paris,French Open,2014-06-01,Grand Slam,Outdoor,Clay,4th Round,5,Gulbis E.,Federer R.,17,4.0,2050,5125.0,6.0,7.0,7.0,6.0,6.0,2.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,2.75,1.44,2.7,1.45,2.75,1.44,2.77,1.52,2.88,1.44,2.88,1.54,2.68,1.46
32,Paris,French Open,2014-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,5,Murray A.,Monfils G.,8,28.0,4120,1390.0,6.0,4.0,6.0,1.0,4.0,6.0,1.0,6.0,6.0,0.0,3.0,2.0,Completed,1.5,2.62,1.52,2.45,1.5,2.62,1.58,2.58,1.53,2.63,1.58,2.75,1.51,2.56
37,London,Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Mayer L.,Seppi A.,64,36.0,784,1105.0,6.0,3.0,2.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,3.5,1.28,3.4,1.3,3.5,1.29,3.4,1.37,3.5,1.29,3.6,1.4,3.36,1.31
37,London,Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Hernych J.,Kamke T.,285,87.0,165,629.0,6.0,3.0,6.0,7.0,6.0,3.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,2.62,1.44,2.45,1.52,2.5,1.44,2.44,1.63,2.5,1.53,2.7,1.63,2.51,1.52
37,London,Wimbledon,2014-06-23,Grand Slam,Outdoor,Grass,1st Round,5,Fognini F.,Kuznetsov Al.,15,148.0,2155,394.0,2.0,6.0,1.0,6.0,6.0,4.0,6.0,1.0,9.0,7.0,3.0,2.0,Completed,1.22,4.0,1.25,3.75,1.29,3.5,1.28,4.14,1.33,3.25,1.33,4.14,1.26,3.79
37,London,Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Janowicz J.,Devvarman S.,25,125.0,1510,462.0,4.0,6.0,6.0,3.0,6.0,3.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.12,6.0,1.13,5.5,1.12,5.5,1.13,7.04,1.17,5.0,1.17,7.04,1.13,6.01
37,London,Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Lajovic D.,Garcia-Lopez G.,84,34.0,650,1163.0,7.0,6.0,6.0,2.0,3.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,3.75,1.25,3.5,1.28,3.5,1.29,3.85,1.31,3.5,1.29,4.0,1.33,3.62,1.28
37,London,Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Nedovyesov A.,47,102.0,958,560.0,6.0,4.0,4.0,6.0,6.0,4.0,1.0,6.0,6.0,1.0,3.0,2.0,Completed,1.18,4.5,1.18,4.5,1.2,4.33,1.18,5.65,1.2,4.5,1.24,5.65,1.19,4.57
37,London,Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Melzer J.,17,49.0,1775,940.0,6.0,1.0,3.0,6.0,3.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.2,4.33,1.25,3.75,1.22,4.33,1.26,4.34,1.22,4.0,1.3,4.34,1.25,3.92
37,London,Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Duckworth J.,14,161.0,2415,346.0,6.0,7.0,6.0,3.0,3.0,6.0,6.0,0.0,6.0,1.0,3.0,2.0,Completed,1.11,6.5,1.12,5.75,1.11,6.0,1.17,6.02,1.13,6.0,1.17,7.0,1.13,5.92
37,London,Wimbledon,2014-06-24,Grand Slam,Outdoor,Grass,1st Round,5,Reister J.,Russell M.,110,94.0,535,593.0,6.0,4.0,6.0,4.0,6.0,7.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,1.4,2.75,1.45,2.7,1.44,2.62,1.52,2.74,1.44,2.75,1.52,2.95,1.45,2.7
37,London,Wimbledon,2014-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Chardy J.,Matosevic M.,42,58.0,1015,827.0,6.0,7.0,7.0,6.0,7.0,6.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,2.1,1.66,2.15,1.68,2.1,1.67,2.11,1.81,2.0,1.8,2.15,1.83,2.07,1.74
37,London,Wimbledon,2014-06-25,Grand Slam,Outdoor,Grass,2nd Round,5,Kuznetsov An.,Ferrer D.,118,7.0,519,4190.0,6.0,7.0,6.0,0.0,3.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,8.0,1.08,7.5,1.08,8.5,1.07,8.6,1.1,8.0,1.07,10.0,1.11,7.74,1.08
37,London,Wimbledon,2014-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Bolelli S.,Kohlschreiber P.,132,28.0,445,1440.0,4.0,6.0,6.0,4.0,6.0,3.0,2.0,6.0,7.0,5.0,3.0,2.0,Completed,6.0,1.12,5.5,1.13,5.0,1.14,5.63,1.18,6.0,1.13,7.5,1.18,5.68,1.13
37,London,Wimbledon,2014-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Vesely J.,Monfils G.,68,21.0,741,1635.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,7.0,6.0,4.0,3.0,2.0,Completed,3.75,1.25,3.75,1.25,3.4,1.3,3.64,1.33,3.25,1.33,3.8,1.33,3.52,1.29
37,London,Wimbledon,2014-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Kyrgios N.,Gasquet R.,144,14.0,400,2415.0,3.0,6.0,6.0,7.0,6.0,4.0,7.0,5.0,10.0,8.0,3.0,2.0,Completed,3.75,1.25,4.3,1.2,4.0,1.25,4.38,1.26,3.75,1.25,4.5,1.3,3.95,1.24
37,London,Wimbledon,2014-06-26,Grand Slam,Outdoor,Grass,2nd Round,5,Tsonga J.W.,Querrey S.,17,67.0,1775,755.0,4.0,6.0,7.0,6.0,6.0,7.0,6.0,3.0,14.0,12.0,3.0,2.0,Completed,1.28,3.5,1.33,3.2,1.3,3.5,1.38,3.35,1.33,3.25,1.4,3.5,1.34,3.18
37,London,Wimbledon,2014-06-27,Grand Slam,Outdoor,Grass,2nd Round,5,Giraldo S.,Granollers M.,35,224.0,1118,216.0,4.0,6.0,7.0,6.0,1.0,6.0,6.0,1.0,7.0,5.0,3.0,2.0,Completed,1.83,1.83,1.85,1.9,1.83,1.83,1.99,1.92,1.91,1.91,2.0,1.98,1.89,1.89
37,London,Wimbledon,2014-06-27,Grand Slam,Outdoor,Grass,2nd Round,5,Janowicz J.,Hewitt L.,25,48.0,1510,950.0,7.0,5.0,6.0,4.0,6.0,7.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,2.2,1.61,2.25,1.62,2.2,1.67,2.2,1.75,2.2,1.67,2.37,1.77,2.21,1.66
37,London,Wimbledon,2014-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Anderson K.,Fognini F.,18,15.0,1745,2155.0,4.0,6.0,6.0,4.0,2.0,6.0,6.0,2.0,6.0,1.0,3.0,2.0,Completed,1.28,3.5,1.3,3.4,1.3,3.5,1.33,3.73,1.29,3.5,1.34,3.8,1.3,3.44
37,London,Wimbledon,2014-06-27,Grand Slam,Outdoor,Grass,3rd Round,5,Dimitrov G.,Dolgopolov O.,13,19.0,2595,1680.0,6.0,7.0,6.0,4.0,2.0,6.0,6.0,4.0,6.0,1.0,3.0,2.0,Completed,1.3,3.4,1.33,3.2,1.3,3.5,1.37,3.36,1.29,3.5,1.38,3.6,1.32,3.36
37,London,Wimbledon,2014-06-28,Grand Slam,Outdoor,Grass,3rd Round,5,Robredo T.,Janowicz J.,22,25.0,1630,1510.0,6.0,2.0,6.0,4.0,6.0,7.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.9,1.9,2.0,1.8,2.0,1.8,1.95,1.97,2.0,1.8,2.05,1.97,1.95,1.83
37,London,Wimbledon,2014-06-30,Grand Slam,Outdoor,Grass,3rd Round,5,Nishikori K.,Bolelli S.,12,132.0,2690,445.0,3.0,6.0,6.0,3.0,4.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.07,9.0,1.09,7.0,1.08,8.0,1.09,9.6,1.08,7.5,1.1,9.6,1.08,7.85
37,London,Wimbledon,2014-07-02,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,Cilic M.,2,29.0,12330,1350.0,6.0,1.0,3.0,6.0,6.0,7.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.08,8.0,1.1,6.5,1.08,8.0,1.1,9.05,1.11,7.0,1.12,9.65,1.09,7.7
37,London,Wimbledon,2014-07-06,Grand Slam,Outdoor,Grass,The Final,5,Djokovic N.,Federer R.,2,4.0,12330,4945.0,6.0,7.0,6.0,4.0,7.0,6.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,1.61,2.4,1.6,2.3,1.57,2.38,1.61,2.53,1.62,2.4,1.75,2.53,1.63,2.31
51,New York,US Open,2014-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Benneteau J.,98,28.0,590,1285.0,7.0,6.0,5.0,7.0,6.0,4.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.5,1.5,2.5,1.5,2.5,1.5,2.5,1.6,2.5,1.53,2.65,1.6,2.51,1.51
51,New York,US Open,2014-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Rola B.,37,87.0,1100,638.0,6.0,3.0,3.0,6.0,7.0,5.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,1.18,4.5,1.18,4.5,1.17,4.5,1.24,4.65,1.2,4.5,1.24,4.75,1.2,4.43
51,New York,US Open,2014-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Bolelli S.,Pospisil V.,85,46.0,642,965.0,2.0,6.0,6.0,4.0,6.0,2.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,4.0,1.22,3.75,1.25,3.75,1.25,4.14,1.28,4.0,1.22,4.25,1.28,3.9,1.24
51,New York,US Open,2014-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Mathieu P.H.,Muller G.,81,68.0,649,753.0,6.0,7.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,1.0,3.0,2.0,Completed,2.75,1.4,2.7,1.45,2.62,1.44,2.61,1.56,2.75,1.44,2.85,1.56,2.61,1.48
51,New York,US Open,2014-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Gonzalez M.,57,82.0,820,649.0,6.0,2.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.11,6.5,1.1,6.5,1.12,6.0,1.13,7.55,1.13,6.5,1.13,7.55,1.11,6.44
51,New York,US Open,2014-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Kukushkin M.,77,50.0,680,917.0,2.0,6.0,3.0,6.0,6.0,3.0,6.0,3.0,7.0,5.0,3.0,2.0,Completed,2.75,1.4,2.8,1.42,2.75,1.4,2.66,1.54,2.8,1.44,2.9,1.54,2.75,1.43
51,New York,US Open,2014-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Bautista R.,Haider-Maurer A.,19,110.0,1800,534.0,5.0,7.0,7.0,6.0,1.0,6.0,7.0,5.0,6.0,1.0,3.0,2.0,Completed,1.1,7.0,1.11,6.0,1.11,6.0,1.12,7.65,1.1,6.5,1.13,7.65,1.11,6.53
51,New York,US Open,2014-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Dodig I.,21,53.0,1770,850.0,1.0,6.0,7.0,5.0,2.0,6.0,6.0,4.0,1.0,1.0,2.0,2.0,Retired,1.66,2.1,1.68,2.15,1.73,2.1,1.78,2.17,1.57,2.3,1.78,2.3,1.68,2.16
51,New York,US Open,2014-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Anderson K.,Cuevas P.,20,40.0,1795,1059.0,6.0,3.0,6.0,7.0,4.0,6.0,6.0,2.0,7.0,6.0,3.0,2.0,Completed,1.22,4.33,1.2,4.3,1.17,4.5,1.24,4.64,1.2,4.0,1.24,4.75,1.2,4.39
51,New York,US Open,2014-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Klizan M.,Darcis S.,65,364.0,775,119.0,3.0,6.0,2.0,6.0,7.0,6.0,7.0,5.0,6.0,4.0,3.0,2.0,Completed,1.72,2.0,1.8,2.0,1.8,1.91,1.87,2.04,1.8,2.0,1.91,2.13,1.83,1.95
51,New York,US Open,2014-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Kudryavtsev A.,Donskoy E.,146,118.0,393,513.0,2.0,6.0,7.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.66,2.1,1.7,2.1,1.67,2.1,1.79,2.15,1.73,2.1,1.79,2.25,1.7,2.11
51,New York,US Open,2014-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Sousa J.,Dancevic F.,38,135.0,1077,439.0,7.0,6.0,3.0,6.0,6.0,2.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,1.4,2.75,1.48,2.6,1.44,2.62,1.46,2.93,1.44,2.63,1.53,3.0,1.45,2.69
51,New York,US Open,2014-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Bolelli S.,18,85.0,1825,642.0,5.0,7.0,6.0,7.0,6.0,4.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.16,5.0,1.17,4.75,1.14,5.0,1.21,5.05,1.18,4.8,1.22,5.05,1.18,4.71
51,New York,US Open,2014-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Kuznetsov An.,Verdasco F.,96,37.0,592,1100.0,6.0,3.0,4.0,6.0,4.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,3.4,1.3,3.2,1.33,3.5,1.29,3.49,1.35,3.4,1.3,3.6,1.37,3.35,1.32
51,New York,US Open,2014-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Thiem D.,Gulbis E.,45,12.0,985,2580.0,4.0,6.0,3.0,6.0,6.0,4.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,3.75,1.25,3.75,1.25,3.75,1.25,4.38,1.26,3.8,1.25,4.38,1.3,3.78,1.26
