ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Udomchoke D.,14.0,201.0,2005,242.0,6.0,1.0,3.0,6.0,6.0,7.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.04,13.0,1.05,9.0,1.04,9.0,1.03,17.5,1.04,9.0,1.06,19.75,1.04,11.05
6,Melbourne,Australian Open,2012-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Ferrero J.C.,23.0,48.0,1595,910.0,4.0,6.0,6.0,7.0,6.0,2.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.44,2.62,1.44,2.75,1.44,2.62,1.61,2.48,1.4,2.75,1.61,2.89,1.47,2.62
6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Nalbandian D.,17.0,87.0,1800,630.0,4.0,6.0,6.0,3.0,2.0,6.0,7.0,6.0,10.0,8.0,3.0,2.0,Completed,1.9,1.8,2.1,1.7,1.91,1.91,1.97,1.93,1.8,2.0,2.1,2.0,1.95,1.81
6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Dolgopolov O.,Kamke T.,13.0,98.0,2030,578.0,4.0,6.0,6.0,1.0,6.0,1.0,3.0,6.0,8.0,6.0,3.0,2.0,Completed,1.36,3.0,1.45,2.7,1.36,3.0,1.46,2.93,1.44,2.75,1.46,3.25,1.4,2.87
6,Melbourne,Australian Open,2012-01-18,Grand Slam,Outdoor,Hard,2nd Round,5,Almagro N.,Dimitrov G.,10.0,78.0,2380,666.0,4.0,6.0,6.0,3.0,6.0,7.0,6.0,4.0,6.0,0.0,3.0,2.0,Completed,1.66,2.1,1.65,2.2,1.67,2.1,1.79,2.14,1.67,2.2,1.79,2.25,1.65,2.17
6,Melbourne,Australian Open,2012-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Llodra M.,Bogomolov A.,46.0,34.0,915,1135.0,6.0,1.0,6.0,3.0,4.0,6.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,2.1,1.66,2.0,1.75,2.0,1.73,2.31,1.68,2.1,1.73,2.31,1.75,2.11,1.69
6,Melbourne,Australian Open,2012-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrer D.,Sweeting R.,5.0,68.0,4925,716.0,6.0,7.0,6.0,2.0,3.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.02,19.0,1.02,15.0,1.04,9.0,1.03,20.0,1.02,13.0,1.04,25.95,1.02,13.4
6,Melbourne,Australian Open,2012-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Ebden M.,26.0,94.0,1410,590.0,3.0,6.0,1.0,6.0,6.0,4.0,6.0,1.0,6.0,1.0,3.0,2.0,Completed,1.28,3.5,1.3,3.4,1.36,3.0,1.31,3.85,1.29,3.5,1.36,3.85,1.29,3.45
6,Melbourne,Australian Open,2012-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Kukushkin M.,Troicki V.,92.0,23.0,598,1595.0,5.0,7.0,6.0,4.0,6.0,2.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,3.4,1.3,3.2,1.33,3.4,1.3,3.41,1.37,3.25,1.33,3.6,1.5,3.32,1.31
6,Melbourne,Australian Open,2012-01-19,Grand Slam,Outdoor,Hard,2nd Round,5,Benneteau J.,Simon G.,39.0,14.0,1030,2005.0,7.0,5.0,7.0,6.0,1.0,6.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,2.2,1.61,2.0,1.75,2.0,1.73,2.05,1.86,2.1,1.73,2.25,1.88,2.07,1.72
6,Melbourne,Australian Open,2012-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Lopez F.,Isner J.,19.0,17.0,1755,1800.0,6.0,3.0,6.0,7.0,6.0,4.0,6.0,7.0,6.0,1.0,3.0,2.0,Completed,2.2,1.61,2.0,1.75,2.2,1.62,2.31,1.7,2.5,1.53,2.5,1.85,2.09,1.71
6,Melbourne,Australian Open,2012-01-20,Grand Slam,Outdoor,Hard,3rd Round,5,Tomic B.,Dolgopolov O.,38.0,13.0,1048,2030.0,4.0,6.0,7.0,6.0,7.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,1.66,2.1,1.7,2.1,1.73,2.1,1.79,2.17,1.73,2.1,1.85,2.2,1.71,2.08
6,Melbourne,Australian Open,2012-01-21,Grand Slam,Outdoor,Hard,3rd Round,5,Kukushkin M.,Monfils G.,92.0,15.0,598,1970.0,6.0,2.0,7.0,5.0,5.0,7.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,7.0,1.1,6.0,1.11,6.5,1.1,7.1,1.14,6.5,1.11,8.0,1.14,6.35,1.11
6,Melbourne,Australian Open,2012-01-23,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Tsonga J.W.,26.0,6.0,1410,4335.0,2.0,6.0,6.0,2.0,6.0,1.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,5.0,1.16,4.5,1.18,4.5,1.2,4.92,1.22,5.0,1.17,5.26,1.25,4.52,1.19
6,Melbourne,Australian Open,2012-01-27,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Murray A.,1.0,4.0,13630,7380.0,6.0,3.0,3.0,6.0,6.0,7.0,6.0,1.0,7.0,5.0,3.0,2.0,Completed,1.36,3.3,1.38,2.85,1.44,2.62,1.39,3.37,1.4,3.0,1.44,3.4,1.36,3.1
6,Melbourne,Australian Open,2012-01-29,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Nadal R.,1.0,2.0,13630,9595.0,5.0,7.0,6.0,4.0,6.0,2.0,6.0,7.0,7.0,5.0,3.0,2.0,Completed,1.66,2.3,1.7,2.1,1.57,2.25,1.68,2.37,1.67,2.2,1.78,2.37,1.67,2.21
32,Paris,French Open,2012-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Wawrinka S.,Cipolla F.,21.0,75.0,1505,656.0,6.0,3.0,6.0,3.0,4.0,6.0,3.0,6.0,6.0,2.0,3.0,2.0,Completed,1.04,13.0,1.05,9.0,1.06,8.0,1.05,14.0,1.07,7.0,1.08,14.4,1.05,9.89
32,Paris,French Open,2012-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Andujar P.,Hanescu V.,36.0,146.0,1115,380.0,6.0,1.0,2.0,6.0,1.0,6.0,6.0,3.0,6.0,1.0,3.0,2.0,Completed,1.36,3.0,1.35,3.1,1.44,2.62,1.45,2.97,1.4,2.75,1.45,3.2,1.39,2.93
32,Paris,French Open,2012-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Muller G.,Sijsling I.,54.0,122.0,852,446.0,2.0,6.0,7.0,5.0,3.0,6.0,6.0,4.0,8.0,6.0,3.0,2.0,Completed,1.8,1.9,1.9,1.85,1.83,1.83,1.98,1.93,1.83,1.83,1.98,2.0,1.86,1.89
32,Paris,French Open,2012-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Berrer M.,Melzer J.,114.0,32.0,487,1182.0,6.0,7.0,4.0,6.0,6.0,2.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,3.75,1.25,3.4,1.3,3.4,1.3,3.81,1.31,3.5,1.25,3.85,1.33,3.51,1.29
32,Paris,French Open,2012-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Kukushkin M.,Gulbis E.,53.0,93.0,853,596.0,6.0,4.0,7.0,6.0,5.0,7.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,1.53,2.37,1.6,2.3,1.57,2.25,1.6,2.51,1.53,2.38,1.67,2.55,1.56,2.36
32,Paris,French Open,2012-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Clement A.,Bogomolov A.,139.0,46.0,400,926.0,6.0,2.0,3.0,6.0,4.0,6.0,7.0,6.0,5.0,4.0,2.0,2.0,Retired,2.1,1.66,2.0,1.75,2.1,1.73,2.35,1.67,1.91,1.8,2.35,1.8,2.08,1.72
32,Paris,French Open,2012-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Troicki V.,Bellucci T.,28.0,66.0,1325,707.0,4.0,6.0,6.0,3.0,5.0,7.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,2.37,1.53,2.3,1.6,2.25,1.57,2.52,1.59,2.25,1.57,2.6,1.67,2.35,1.57
32,Paris,French Open,2012-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Anderson K.,Machado R.,34.0,80.0,1170,632.0,7.0,6.0,6.0,7.0,4.0,6.0,6.0,1.0,11.0,9.0,3.0,2.0,Completed,1.25,3.75,1.25,3.75,1.29,3.5,1.31,3.81,1.29,3.25,1.33,3.9,1.27,3.62
32,Paris,French Open,2012-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Mathieu P.H.,Phau B.,261.0,84.0,185,620.0,2.0,6.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,0.0,3.0,2.0,Completed,1.28,3.5,1.25,3.75,1.36,3.0,1.31,3.87,1.36,2.88,1.38,4.0,1.31,3.4
32,Paris,French Open,2012-05-28,Grand Slam,Outdoor,Clay,1st Round,5,Goffin D.,Stepanek R.,109.0,27.0,500,1340.0,6.0,2.0,4.0,6.0,2.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,2.75,1.4,2.85,1.4,3.0,1.36,3.0,1.45,3.25,1.29,3.46,1.45,2.94,1.39
32,Paris,French Open,2012-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Chardy J.,Lu Y.H.,55.0,60.0,834,770.0,6.0,4.0,6.0,1.0,6.0,7.0,3.0,6.0,11.0,9.0,3.0,2.0,Completed,1.12,6.0,1.16,5.0,1.14,5.0,1.15,6.48,1.17,4.5,1.17,6.48,1.15,5.28
32,Paris,French Open,2012-05-29,Grand Slam,Outdoor,Clay,1st Round,5,Stakhovsky S.,Dolgopolov O.,83.0,19.0,620,1665.0,6.0,7.0,6.0,4.0,7.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,4.5,1.18,4.25,1.2,4.33,1.22,4.9,1.22,4.5,1.17,5.15,1.22,4.51,1.19
32,Paris,French Open,2012-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Seppi A.,Kukushkin M.,25.0,53.0,1355,853.0,6.0,7.0,6.0,2.0,2.0,6.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,1.28,3.5,1.3,3.4,1.36,3.0,1.38,3.31,1.22,4.0,1.4,4.0,1.3,3.44
32,Paris,French Open,2012-05-30,Grand Slam,Outdoor,Clay,2nd Round,5,Simon G.,Baker B.,12.0,141.0,2615,393.0,6.0,4.0,6.0,1.0,6.0,7.0,1.0,6.0,6.0,0.0,3.0,2.0,Completed,1.22,4.0,1.25,3.75,1.29,3.75,1.28,4.14,1.29,3.5,1.3,4.25,1.27,3.72
32,Paris,French Open,2012-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Goffin D.,Clement A.,109.0,139.0,500,400.0,3.0,6.0,7.0,6.0,0.0,6.0,6.0,2.0,6.0,1.0,3.0,2.0,Completed,1.28,3.5,1.3,3.4,1.3,3.5,1.29,3.97,1.29,3.5,1.35,3.97,1.31,3.41
32,Paris,French Open,2012-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Fognini F.,Troicki V.,45.0,28.0,965,1325.0,6.0,2.0,3.0,6.0,4.0,6.0,6.0,3.0,8.0,6.0,3.0,2.0,Completed,1.9,1.8,1.9,1.85,1.83,1.83,2.08,1.84,1.8,2.0,2.05,2.0,1.88,1.87
32,Paris,French Open,2012-05-31,Grand Slam,Outdoor,Clay,2nd Round,5,Mathieu P.H.,Isner J.,261.0,11.0,185,2620.0,6.0,7.0,6.0,4.0,6.0,4.0,3.0,6.0,18.0,16.0,3.0,2.0,Completed,4.5,1.18,4.0,1.22,4.5,1.2,4.93,1.22,4.5,1.2,5.1,1.23,4.39,1.2
32,Paris,French Open,2012-06-01,Grand Slam,Outdoor,Clay,2nd Round,5,Granollers M.,Jaziri M.,23.0,94.0,1385,595.0,7.0,6.0,3.0,6.0,6.0,1.0,3.0,6.0,7.0,5.0,3.0,2.0,Completed,1.25,3.75,1.3,3.4,1.33,3.25,1.3,3.89,1.25,3.75,1.35,3.99,1.3,3.47
32,Paris,French Open,2012-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Berdych T.,Anderson K.,7.0,34.0,4515,1170.0,6.0,4.0,3.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.04,13.0,1.05,9.0,1.05,9.0,1.05,15.5,1.06,9.0,1.08,15.5,1.05,9.98
32,Paris,French Open,2012-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Wawrinka S.,Simon G.,21.0,12.0,1505,2615.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,3.0,6.0,2.0,3.0,2.0,Completed,1.66,2.2,1.7,2.1,1.73,2.1,1.71,2.29,1.67,2.2,1.75,2.35,1.68,2.15
32,Paris,French Open,2012-06-01,Grand Slam,Outdoor,Clay,3rd Round,5,Seppi A.,Verdasco F.,25.0,16.0,1355,1765.0,7.0,5.0,3.0,6.0,6.0,3.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,3.25,1.36,3.1,1.35,3.0,1.4,3.35,1.39,3.0,1.36,3.4,1.4,3.09,1.36
32,Paris,French Open,2012-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Monaco J.,Raonic M.,15.0,22.0,1945,1460.0,6.0,7.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.9,1.9,1.85,1.9,1.91,1.91,1.91,2.02,1.9,1.91,2.1,2.07,1.86,1.9
32,Paris,French Open,2012-06-02,Grand Slam,Outdoor,Clay,3rd Round,5,Granollers M.,Mathieu P.H.,23.0,261.0,1385,185.0,6.0,4.0,6.0,4.0,1.0,6.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,1.72,2.1,1.7,2.1,1.73,2.1,1.76,2.22,1.73,2.1,1.8,2.22,1.74,2.06
32,Paris,French Open,2012-06-03,Grand Slam,Outdoor,Clay,4th Round,5,Djokovic N.,Seppi A.,1.0,25.0,11800,1355.0,4.0,6.0,6.0,7.0,6.0,3.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,1.02,19.0,1.03,12.0,1.02,13.0,1.02,26.0,1.02,13.0,1.03,27.1,1.02,16.05
32,Paris,French Open,2012-06-04,Grand Slam,Outdoor,Clay,4th Round,5,Tsonga J.W.,Wawrinka S.,5.0,21.0,4965,1505.0,6.0,4.0,7.0,6.0,3.0,6.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.66,2.2,1.69,2.15,1.73,2.1,1.73,2.26,1.73,2.1,1.78,2.3,1.7,2.11
32,Paris,French Open,2012-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,5,Djokovic N.,Tsonga J.W.,1.0,5.0,11800,4965.0,6.0,1.0,5.0,7.0,5.0,7.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,1.16,5.0,1.2,4.25,1.17,5.0,1.2,5.3,1.17,5.5,1.22,5.6,1.18,4.89
32,Paris,French Open,2012-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,5,Federer R.,Del Potro J.M.,3.0,9.0,9790,2910.0,3.0,6.0,6.0,7.0,6.0,2.0,6.0,0.0,6.0,3.0,3.0,2.0,Completed,1.33,3.4,1.35,3.1,1.33,3.25,1.36,3.48,1.33,3.5,1.38,3.6,1.33,3.27
37,London,Wimbledon,2012-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Klizan M.,Chela J.I.,62.0,83.0,728,620.0,7.0,5.0,3.0,6.0,7.0,6.0,1.0,6.0,11.0,9.0,3.0,2.0,Completed,1.36,3.0,1.4,2.9,1.44,2.62,1.44,3.03,1.44,2.63,1.48,3.1,1.41,2.82
37,London,Wimbledon,2012-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Cervantes I.,Cipolla F.,152.0,89.0,354,591.0,2.0,6.0,6.0,7.0,6.0,3.0,6.0,2.0,6.0,1.0,3.0,2.0,Completed,2.25,1.57,2.3,1.6,2.25,1.57,2.24,1.73,2.1,1.67,2.45,1.73,2.22,1.63
37,London,Wimbledon,2012-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Troicki V.,Granollers M.,34.0,23.0,1190,1530.0,7.0,5.0,7.0,6.0,3.0,6.0,2.0,6.0,8.0,6.0,3.0,2.0,Completed,1.61,2.2,1.7,2.1,1.67,2.1,1.76,2.19,1.62,2.2,2.1,2.25,1.7,2.13
37,London,Wimbledon,2012-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Falla A.,Isner J.,73.0,10.0,664,2655.0,6.0,4.0,6.0,7.0,3.0,6.0,7.0,6.0,7.0,5.0,3.0,2.0,Completed,6.0,1.12,5.5,1.13,5.5,1.14,7.04,1.13,6.0,1.1,7.31,1.15,5.87,1.13
37,London,Wimbledon,2012-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Istomin D.,Seppi A.,39.0,26.0,1032,1390.0,6.0,7.0,6.0,4.0,3.0,6.0,6.0,3.0,8.0,6.0,3.0,2.0,Completed,2.5,1.5,2.4,1.55,2.5,1.5,2.5,1.6,2.38,1.53,2.6,1.62,2.43,1.54
37,London,Wimbledon,2012-06-25,Grand Slam,Outdoor,Grass,1st Round,5,Rufin G.,Darcis S.,168.0,63.0,307,725.0,6.0,4.0,3.0,6.0,5.0,7.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,2.62,1.44,2.5,1.5,2.5,1.5,2.59,1.56,2.63,1.44,2.65,1.57,2.52,1.5
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Jaziri M.,Zopp J.,78.0,95.0,633,565.0,4.0,6.0,4.0,6.0,6.0,3.0,6.0,4.0,9.0,7.0,3.0,2.0,Completed,4.5,1.18,4.25,1.2,4.0,1.22,4.44,1.25,4.0,1.2,4.77,1.25,4.14,1.22
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Garcia-Lopez G.,Roger-Vasselin E.,92.0,67.0,581,697.0,6.0,7.0,6.0,3.0,7.0,6.0,5.0,7.0,10.0,8.0,3.0,2.0,Completed,3.0,1.36,2.85,1.4,3.0,1.36,3.01,1.44,2.88,1.36,3.01,1.45,2.88,1.4
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Mahut N.,Lorenzi P.,71.0,86.0,684,598.0,6.0,3.0,5.0,7.0,6.0,7.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,1.06,10.0,1.1,6.5,1.08,7.0,1.07,10.75,1.1,6.0,1.13,10.75,1.09,7.56
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Serra F.,Kuznetsov An.,137.0,151.0,392,355.0,3.0,6.0,7.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.62,1.44,2.7,1.45,2.5,1.5,2.7,1.53,2.38,1.53,2.75,1.54,2.56,1.49
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Almagro N.,Rochus O.,11.0,66.0,2605,700.0,6.0,7.0,3.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.18,4.5,1.18,4.5,1.22,4.33,1.26,4.34,1.17,4.5,1.27,4.75,1.21,4.36
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Ward J.,Andujar P.,173.0,36.0,297,1115.0,4.0,6.0,6.0,0.0,3.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.36,3.0,1.35,3.15,1.36,3.0,1.44,3.05,1.36,3.0,1.45,3.25,1.38,2.98
37,London,Wimbledon,2012-06-26,Grand Slam,Outdoor,Grass,1st Round,5,Kohlschreiber P.,Haas T.,30.0,50.0,1220,848.0,3.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,2.62,1.44,2.55,1.5,2.38,1.53,2.6,1.56,2.5,1.5,2.7,1.57,2.48,1.53
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Phau B.,Odesnik W.,88.0,135.0,595,404.0,6.0,3.0,3.0,6.0,6.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,2.5,1.5,2.55,1.5,2.5,1.5,2.71,1.53,2.25,1.57,2.71,1.57,2.49,1.51
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Melzer J.,Wawrinka S.,35.0,24.0,1147,1505.0,3.0,6.0,7.0,6.0,2.0,6.0,6.0,4.0,8.0,6.0,3.0,2.0,Completed,3.0,1.36,2.9,1.4,3.0,1.36,2.97,1.45,2.88,1.36,3.05,1.45,2.91,1.39
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5,Mayer F.,Petzschner P.,29.0,101.0,1230,534.0,3.0,6.0,3.0,6.0,6.0,4.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,1.53,2.37,1.6,2.3,1.53,2.38,1.7,2.29,1.62,2.25,1.78,2.38,1.62,2.24
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5,Troicki V.,Klizan M.,34.0,62.0,1190,728.0,6.0,4.0,4.0,6.0,5.0,7.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.14,5.5,1.16,5.0,1.2,4.33,1.18,5.61,1.2,4.5,1.2,5.9,1.16,5.07
37,London,Wimbledon,2012-06-27,Grand Slam,Outdoor,Grass,2nd Round,5,Janowicz J.,Gulbis E.,136.0,87.0,397,596.0,2.0,6.0,6.0,4.0,3.0,6.0,7.0,6.0,9.0,7.0,3.0,2.0,Completed,2.25,1.57,2.2,1.65,2.25,1.57,2.31,1.69,2.25,1.62,2.35,1.73,2.21,1.65
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Lacko L.,Melzer J.,60.0,35.0,763,1147.0,6.0,4.0,6.0,7.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,2.87,1.38,2.9,1.4,2.75,1.4,2.65,1.55,2.75,1.44,3.2,1.55,2.78,1.43
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Falla A.,Mahut N.,73.0,71.0,664,684.0,6.0,4.0,6.0,3.0,4.0,6.0,4.0,6.0,7.0,5.0,3.0,2.0,Completed,3.0,1.36,2.9,1.4,2.62,1.44,3.0,1.45,2.75,1.44,3.01,1.5,2.79,1.43
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Fish M.,Ward J.,12.0,173.0,2535,297.0,6.0,3.0,5.0,7.0,6.0,4.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.36,3.0,1.35,3.1,1.36,3.25,1.37,3.31,1.36,3.0,1.4,3.41,1.36,3.09
37,London,Wimbledon,2012-06-28,Grand Slam,Outdoor,Grass,2nd Round,5,Rosol L.,Nadal R.,100.0,2.0,553,10060.0,6.0,7.0,6.0,4.0,6.0,4.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,29.0,1.002,20.0,1.01,26.0,1.0,41.0,1.01,15.0,1.01,76.0,1.01,23.45,1.01
