ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
33,Paris,French Open,2016-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Brown D.,Sela D.,116.0,62.0,520.0,781.0,6.0,7.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,1.44,2.62,1.5,2.4,1.44,2.62,1.56,2.6,1.56,2.75,1.49,2.58
33,Paris,French Open,2016-05-23,Grand Slam,Outdoor,Clay,1st Round,5,Sock J.,Haase R.,25.0,86.0,1505.0,685.0,6.0,3.0,7.0,5.0,3.0,6.0,6.0,7.0,6.0,2.0,3.0,2.0,Completed,1.14,5.5,1.18,4.0,1.17,5.0,1.18,5.63,1.2,6.0,1.17,4.99
33,Paris,French Open,2016-05-24,Grand Slam,Outdoor,Clay,1st Round,5,Mathieu P.H.,Giraldo S.,65.0,122.0,771.0,499.0,6.0,4.0,6.0,7.0,6.0,4.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,1.57,2.25,1.52,2.35,1.57,2.38,1.65,2.4,1.66,2.5,1.59,2.33
33,Paris,French Open,2016-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Karlovic I.,Thompson J.,28.0,94.0,1280.0,608.0,6.0,7.0,6.0,3.0,7.0,6.0,6.0,7.0,12.0,10.0,3.0,2.0,Completed,1.44,2.62,1.48,2.45,1.5,2.62,1.53,2.7,1.53,2.8,1.47,2.63
33,Paris,French Open,2016-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Murray A.,Bourgue M.,2.0,164.0,8435.0,326.0,6.0,2.0,2.0,6.0,4.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.005,34.0,1.01,10.5,1.0,34.0,1.01,41.0,1.01,51.0,1.01,22.81
33,Paris,French Open,2016-05-25,Grand Slam,Outdoor,Clay,2nd Round,5,Simon G.,Pella G.,18.0,48.0,1945.0,899.0,4.0,6.0,1.0,6.0,7.0,5.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.36,3.0,1.3,3.0,1.4,3.0,1.42,3.11,1.43,3.11,1.38,2.97
33,Paris,French Open,2016-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Bedene A.,Carreno Busta P.,66.0,43.0,765.0,995.0,7.0,6.0,6.0,3.0,4.0,6.0,5.0,7.0,6.0,2.0,3.0,2.0,Completed,4.0,1.22,3.5,1.25,4.33,1.22,3.9,1.3,4.33,1.3,3.86,1.25
33,Paris,French Open,2016-05-26,Grand Slam,Outdoor,Clay,2nd Round,5,Tsonga J.W.,Baghdatis M.,7.0,39.0,3355.0,1067.0,6.0,7.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.12,6.0,1.13,4.9,1.14,5.5,1.14,6.93,1.17,6.93,1.12,5.95
33,Paris,French Open,2016-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Ramos-Vinolas A.,Sock J.,55.0,25.0,853.0,1505.0,6.0,7.0,6.0,4.0,6.0,4.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,2.62,1.5,2.4,1.5,2.62,1.5,2.7,1.54,2.7,1.56,2.56,1.5
33,Paris,French Open,2016-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Nishikori K.,Verdasco F.,6.0,52.0,4470.0,855.0,6.0,3.0,6.0,4.0,3.0,6.0,2.0,6.0,6.0,4.0,3.0,2.0,Completed,1.12,6.0,1.11,5.0,1.14,5.5,1.15,6.55,1.17,6.79,1.13,5.8
33,Paris,French Open,2016-05-27,Grand Slam,Outdoor,Clay,3rd Round,5,Isner J.,Gabashvili T.,17.0,79.0,1965.0,706.0,7.0,6.0,4.0,6.0,2.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.5,2.62,1.45,2.55,1.53,2.5,1.53,2.74,1.61,2.76,1.51,2.54
33,Paris,French Open,2016-05-28,Grand Slam,Outdoor,Clay,3rd Round,5,Goffin D.,Almagro N.,13.0,49.0,2570.0,899.0,6.0,2.0,4.0,6.0,6.0,3.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.44,2.75,1.45,2.55,1.5,2.62,1.49,2.87,1.53,2.87,1.46,2.68
39,London,Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Almagro N.,Dutra Silva R.,47.0,386.0,944.0,114.0,6.0,3.0,7.0,6.0,5.0,7.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.12,6.0,1.12,5.0,1.12,6.0,1.12,7.48,1.14,7.48,1.12,6.33
39,London,Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Dzumhur D.,Kudla D.,87.0,66.0,660.0,770.0,7.0,6.0,7.0,5.0,2.0,6.0,1.0,6.0,6.0,3.0,3.0,2.0,Completed,3.75,1.25,3.5,1.22,3.75,1.25,3.85,1.31,4.1,1.31,3.75,1.26
39,London,Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Istomin D.,Anderson K.,116.0,25.0,531.0,1505.0,4.0,6.0,6.0,7.0,6.0,4.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,4.33,1.22,3.3,1.25,4.33,1.22,4.3,1.26,4.33,1.29,3.93,1.24
39,London,Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Querrey S.,Rosol L.,41.0,73.0,1075.0,740.0,6.0,7.0,6.0,7.0,6.0,4.0,6.0,2.0,12.0,10.0,3.0,2.0,Completed,1.22,4.33,1.18,4.0,1.22,4.33,1.25,4.46,1.27,5.0,1.22,4.18
39,London,Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Bellucci T.,Bemelmans R.,62.0,193.0,790.0,280.0,3.0,6.0,6.0,4.0,6.0,3.0,1.0,6.0,8.0,6.0,3.0,2.0,Completed,1.9,1.9,1.82,1.82,1.91,1.91,1.95,1.95,2.0,2.0,1.89,1.89
39,London,Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Haase R.,Schwartzman D.,98.0,71.0,615.0,746.0,2.0,6.0,6.0,2.0,6.0,3.0,2.0,6.0,7.0,5.0,3.0,2.0,Completed,1.16,5.0,1.16,4.4,1.2,4.33,1.18,5.63,1.22,5.63,1.16,5.07
39,London,Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Chardy J.,Monfils G.,34.0,16.0,1175.0,2110.0,6.0,7.0,6.0,0.0,4.0,6.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,2.37,1.57,2.35,1.52,2.25,1.62,2.53,1.59,2.53,1.64,2.37,1.58
39,London,Wimbledon,2016-06-27,Grand Slam,Outdoor,Grass,1st Round,5,Kuznetsov An.,Cuevas P.,42.0,24.0,1013.0,1555.0,6.0,3.0,3.0,6.0,5.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,2.0,1.8,1.85,1.82,2.1,1.67,1.87,2.0,2.1,2.0,1.95,1.83
39,London,Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Brown D.,Lajovic D.,85.0,82.0,673.0,691.0,4.0,6.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.1,7.0,1.09,6.0,1.1,7.0,1.15,6.48,1.15,7.0,1.12,6.23
39,London,Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Paire B.,Skugor F.,23.0,194.0,1596.0,279.0,3.0,6.0,7.0,6.0,2.0,6.0,6.0,3.0,10.0,8.0,3.0,2.0,Completed,1.4,3.0,1.35,2.8,1.4,2.75,1.45,3.0,1.45,3.1,1.4,2.93
39,London,Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Millman J.,Montanes A.,67.0,120.0,770.0,508.0,7.0,5.0,4.0,6.0,5.0,7.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.08,8.0,1.08,6.0,1.11,6.0,1.12,7.73,1.12,8.12,1.1,6.97
39,London,Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Sousa J.,Tursunov D.,31.0,453.0,1275.0,85.0,3.0,6.0,7.0,6.0,4.0,6.0,6.0,3.0,7.0,5.0,3.0,2.0,Completed,1.44,2.75,1.4,2.75,1.4,2.75,1.45,3.0,1.46,3.04,1.42,2.81
39,London,Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Muller G.,Giraldo S.,39.0,129.0,1090.0,464.0,4.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,15.0,13.0,3.0,2.0,Completed,1.08,8.0,1.09,6.0,1.1,7.0,1.08,10.44,1.12,10.44,1.08,8.09
39,London,Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Tomic B.,Verdasco F.,19.0,53.0,1760.0,900.0,4.0,6.0,6.0,3.0,6.0,3.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.44,2.75,1.48,2.45,1.44,2.75,1.39,3.28,1.5,3.28,1.44,2.76
39,London,Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Barton M.,Olivetti A.,248.0,793.0,212.0,24.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,7.0,14.0,12.0,3.0,2.0,Completed,1.5,2.62,1.45,2.55,1.5,2.5,1.53,2.7,1.53,2.7,1.5,2.58
39,London,Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Fognini F.,Delbonis F.,35.0,38.0,1170.0,1105.0,6.0,4.0,1.0,6.0,6.0,7.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.33,3.4,1.28,3.2,1.33,3.4,1.38,3.33,1.38,3.4,1.34,3.23
39,London,Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Ramos-Vinolas A.,Troicki V.,36.0,27.0,1165.0,1405.0,3.0,6.0,6.0,3.0,6.0,3.0,2.0,6.0,6.0,3.0,3.0,2.0,Completed,4.0,1.25,3.7,1.22,3.75,1.29,4.46,1.25,4.5,1.29,4.1,1.23
39,London,Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Kyrgios N.,Brown D.,18.0,85.0,1855.0,673.0,6.0,7.0,6.0,1.0,2.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.08,8.0,1.07,7.0,1.08,8.0,1.09,9.35,1.1,9.35,1.08,7.81
39,London,Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Fognini F.,21.0,35.0,1630.0,1170.0,3.0,6.0,6.0,7.0,6.0,3.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.25,4.0,1.25,3.5,1.25,4.0,1.28,4.14,1.3,4.14,1.25,3.86
39,London,Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Youzhny M.,28.0,70.0,1385.0,753.0,6.0,4.0,3.0,6.0,6.0,0.0,4.0,6.0,6.0,2.0,3.0,2.0,Completed,1.22,4.33,1.2,4.0,1.2,4.5,1.26,4.34,1.26,4.85,1.21,4.28
39,London,Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Tsonga J.W.,Isner J.,12.0,17.0,2725.0,2055.0,6.0,7.0,3.0,6.0,7.0,6.0,6.0,2.0,19.0,17.0,3.0,2.0,Completed,1.72,2.1,1.72,1.95,1.67,2.1,1.73,2.26,1.8,2.26,1.72,2.12
39,London,Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Raonic M.,Goffin D.,7.0,11.0,3175.0,2780.0,4.0,6.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,1.16,5.0,1.17,4.25,1.17,5.0,1.21,5.14,1.23,5.14,1.18,4.78
39,London,Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Pouille L.,Tomic B.,30.0,19.0,1311.0,1760.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,4.0,10.0,8.0,3.0,2.0,Completed,3.4,1.33,3.0,1.3,3.25,1.36,3.5,1.36,3.5,1.39,3.26,1.34
39,London,Wimbledon,2016-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Berdych T.,Vesely J.,9.0,64.0,2950.0,780.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.2,4.5,1.2,4.0,1.3,3.5,1.24,4.55,1.3,4.8,1.21,4.32
39,London,Wimbledon,2016-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Federer R.,Cilic M.,3.0,13.0,6425.0,2695.0,6.0,7.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,1.28,3.75,1.25,3.4,1.33,3.4,1.33,3.7,1.33,4.1,1.28,3.69
39,London,Wimbledon,2016-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Murray A.,Tsonga J.W.,2.0,12.0,8915.0,2725.0,7.0,6.0,6.0,1.0,3.0,6.0,4.0,6.0,6.0,1.0,3.0,2.0,Completed,1.1,7.0,1.1,6.0,1.11,6.5,1.12,8.01,1.13,8.01,1.1,6.94
39,London,Wimbledon,2016-07-08,Grand Slam,Outdoor,Grass,Semifinals,5,Raonic M.,Federer R.,7.0,3.0,3175.0,6425.0,6.0,3.0,6.0,7.0,4.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,Completed,2.62,1.5,2.35,1.52,2.25,1.62,2.55,1.55,2.66,1.62,2.5,1.54
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Darcis S.,Thompson J.,106.0,91.0,562.0,633.0,5.0,7.0,3.0,6.0,7.0,6.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,1.5,2.5,1.45,2.35,1.5,2.6,1.59,2.52,1.59,2.6,1.53,2.47
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Stakhovsky S.,Elias G.,92.0,60.0,631.0,806.0,6.0,1.0,3.0,6.0,2.0,6.0,6.0,3.0,7.0,6.0,3.0,2.0,Completed,1.61,2.2,1.55,2.2,1.67,2.2,1.69,2.3,1.69,2.38,1.63,2.26
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Ramos-Vinolas A.,Benneteau J.,33.0,248.0,1330.0,214.0,3.0,6.0,6.0,3.0,6.0,3.0,2.0,6.0,6.0,1.0,3.0,2.0,Completed,1.57,2.25,1.55,2.1,1.62,2.25,1.68,2.34,1.68,2.38,1.61,2.29
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Tiafoe F.,21.0,125.0,1645.0,484.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,2.0,7.0,6.0,3.0,2.0,Completed,1.08,8.0,1.08,5.75,1.08,8.0,1.09,9.43,1.1,9.75,1.08,8.03
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Delbonis F.,Baker B.,43.0,312.0,1015.0,157.0,3.0,6.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.61,2.2,1.58,2.1,1.73,2.1,1.6,2.52,1.75,2.52,1.63,2.26
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Satral J.,Mcdonald M.,226.0,406.0,237.0,107.0,4.0,6.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.5,2.5,1.45,2.4,1.53,2.5,1.45,2.99,1.53,2.99,1.47,2.68
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Lajovic D.,34.0,59.0,1305.0,806.0,6.0,2.0,2.0,6.0,3.0,6.0,7.0,5.0,6.0,1.0,3.0,2.0,Completed,1.44,2.62,1.4,2.5,1.5,2.62,1.54,2.66,1.54,2.75,1.48,2.62
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Cuevas P.,Sela D.,20.0,80.0,1745.0,691.0,6.0,3.0,6.0,2.0,0.0,6.0,5.0,7.0,6.0,3.0,3.0,2.0,Completed,1.22,4.0,1.2,3.6,1.22,3.8,1.24,4.55,1.27,4.55,1.23,4.14
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Fritz T.,27.0,53.0,1450.0,829.0,7.0,6.0,7.0,5.0,3.0,6.0,1.0,6.0,6.0,4.0,3.0,2.0,Completed,1.3,3.4,1.25,3.3,1.3,3.5,1.33,3.69,1.33,3.69,1.3,3.47
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Duckworth J.,Haase R.,195.0,62.0,289.0,798.0,4.0,6.0,7.0,5.0,6.0,3.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.8,1.9,1.85,1.75,1.91,1.91,1.87,2.04,1.92,2.04,1.84,1.94
52,New York,US Open,2016-08-29,Grand Slam,Outdoor,Hard,1st Round,5,Vesely J.,Myneni S.,49.0,143.0,928.0,410.0,7.0,6.0,4.0,6.0,2.0,6.0,6.0,2.0,7.0,5.0,3.0,2.0,Completed,1.36,3.0,1.3,3.0,1.3,3.5,1.39,3.28,1.4,3.5,1.36,3.12
52,New York,US Open,2016-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Albot R.,32.0,97.0,1340.0,608.0,5.0,7.0,3.0,6.0,6.0,4.0,6.0,4.0,7.0,6.0,3.0,2.0,Completed,1.22,4.0,1.15,4.25,1.22,4.33,1.27,4.22,1.27,4.56,1.22,4.25
52,New York,US Open,2016-08-30,Grand Slam,Outdoor,Hard,1st Round,5,Giannessi A.,Kudla D.,243.0,128.0,217.0,464.0,0.0,6.0,6.0,4.0,6.0,1.0,1.0,6.0,6.0,0.0,3.0,2.0,Completed,2.5,1.5,2.3,1.5,2.62,1.5,2.73,1.52,2.73,1.61,2.48,1.54
