tourney_date,tourney_name,surface,draw_size,tourney_level,match_num,winner_id,loser_id,best_of,winner_rank,winner_rank_points,loser_rank,loser_rank_points
287,Clay,32,A,20030428,103103,,,R16,,,,
286,Clay,32,A,20030428,102287,,,R16,,,,
300,Hard,128,G,20030113,103566,,,F,,,,
299,Hard,128,G,20030113,101956,,,SF,,,,
298,Hard,128,G,20030113,103566,,,SF,,,,
297,Hard,128,G,20030113,101956,,,QF,,,,
296,Hard,128,G,20030113,102979,,,QF,,,,
295,Hard,128,G,20030113,103566,,,QF,,,,
294,Hard,128,G,20030113,102477,,,QF,,,,
293,Hard,128,G,20030113,101956,,,R16,,,,
292,Hard,128,G,20030113,102839,,,R16,,,,
291,Hard,128,G,20030113,101515,,,R16,,,,
290,Hard,128,G,20030113,102287,,,R16,,,,
289,Hard,128,G,20030113,102979,,,R16,,,,
288,Hard,128,G,20030113,103566,,,R16,,,,
287,Hard,128,G,20030113,102233,,,R16,,,,
286,Hard,128,G,20030113,102477,,,R16,,,,
285,Hard,128,G,20030113,101956,,,R32,,,,
284,Hard,128,G,20030113,103184,,,R32,,,,
283,Hard,128,G,20030113,101515,,,R32,,,,
282,Hard,128,G,20030113,102093,,,R32,,,,
281,Hard,128,G,20030113,102286,,,R32,,,,
280,Hard,128,G,20030113,103484,,,R32,,,,
279,Hard,128,G,20030113,103566,,,R32,,,,
278,Hard,128,G,20030113,102233,,,R32,,,,
277,Hard,128,G,20030113,102287,,,R32,,,,
276,Hard,128,G,20030113,102979,,,R32,,,,
275,Hard,128,G,20030113,102057,,,R32,,,,
274,Hard,128,G,20030113,102477,,,R32,,,,
273,Hard,128,G,20030113,103254,,,R32,,,,
272,Hard,128,G,20030113,104295,,,R32,,,,
271,Hard,128,G,20030113,102921,,,R32,,,,
270,Hard,128,G,20030113,102839,,,R32,,,,
269,Hard,128,G,20030113,101956,,,R64,,,,
268,Hard,128,G,20030113,103184,,,R64,,,,
267,Hard,128,G,20030113,101515,,,R64,,,,
266,Hard,128,G,20030113,103115,,,R64,,,,
265,Hard,128,G,20030113,102093,,,R64,,,,
264,Hard,128,G,20030113,102286,,,R64,,,,
263,Hard,128,G,20030113,102338,,,R64,,,,
262,Hard,128,G,20030113,103566,,,R64,,,,
261,Hard,128,G,20030113,102233,,,R64,,,,
260,Hard,128,G,20030113,101682,,,R64,,,,
259,Hard,128,G,20030113,103254,,,R64,,,,
258,Hard,128,G,20030113,102979,,,R64,,,,
257,Hard,128,G,20030113,104295,,,R64,,,,
256,Hard,128,G,20030113,102839,,,R64,,,,
255,Hard,128,G,20030113,101704,,,R64,,,,
254,Hard,128,G,20030113,102477,,,R64,,,,
253,Hard,128,G,20030113,102271,,,R64,,,,
252,Hard,128,G,20030113,102388,,,R64,,,,
251,Hard,128,G,20030113,103484,,,R64,,,,
250,Hard,128,G,20030113,102945,,,R64,,,,
249,Hard,128,G,20030113,102057,,,R64,,,,
248,Hard,128,G,20030113,102886,,,R64,,,,
247,Hard,128,G,20030113,103428,,,R64,,,,
246,Hard,128,G,20030113,102374,,,R64,,,,
245,Hard,128,G,20030113,102179,,,R64,,,,
244,Hard,128,G,20030113,102921,,,R64,,,,
243,Hard,128,G,20030113,103516,,,R64,,,,
242,Hard,128,G,20030113,104444,,,R64,,,,
241,Hard,128,G,20030113,103598,,,R64,,,,
240,Hard,128,G,20030113,103018,,,R64,,,,
239,Hard,128,G,20030113,102287,,,R64,,,,
238,Hard,128,G,20030113,102854,,,R64,,,,
300,Hard,8,F,20031110,103184,,,F,,,,
299,Hard,8,F,20031110,103184,,,SF,,,,
298,Hard,8,F,20031110,103566,,,SF,,,,
297,Hard,8,F,20031110,101956,,,RR,,,,
296,Hard,8,F,20031110,101885,,,RR,,,,
295,Hard,8,F,20031110,103184,,,RR,,,,
294,Hard,8,F,20031110,103566,,,RR,,,,
293,Hard,8,F,20031110,102405,,,RR,,,,
292,Hard,8,F,20031110,101956,,,RR,,,,
291,Hard,8,F,20031110,103184,,,RR,,,,
290,Hard,8,F,20031110,102035,,,RR,,,,
289,Hard,8,F,20031110,101956,,,RR,,,,
288,Hard,8,F,20031110,103184,,,RR,,,,
287,Hard,8,F,20031110,102477,,,RR,,,,
286,Hard,8,F,20031110,103566,,,RR,,,,
300,Clay,64,A,20030519,103602,,,F,,,,
299,Clay,64,A,20030519,102494,,,RR,,,,
298,Clay,64,A,20030519,103602,,,RR,,,,
297,Clay,64,A,20030519,102374,,,RR,,,,
296,Clay,64,A,20030519,102562,,,RR,,,,
295,Clay,64,A,20030519,102463,,,RR,,,,
294,Clay,64,A,20030519,103602,,,RR,,,,
293,Clay,64,A,20030519,101885,,,RR,,,,
292,Clay,64,A,20030519,102562,,,RR,,,,
291,Clay,64,A,20030519,102463,,,RR,,,,
290,Clay,64,A,20030519,103602,,,RR,,,,
289,Clay,64,A,20030519,103484,,,RR,,,,
288,Clay,64,A,20030519,102562,,,RR,,,,
300,Clay,32,A,20030421,101956,,,F,,,,
299,Clay,32,A,20030421,101956,,,SF,,,,
298,Clay,32,A,20030421,102998,,,SF,,,,
297,Clay,32,A,20030421,101956,,,QF,,,,
296,Clay,32,A,20030421,102998,,,QF,,,,
295,Clay,32,A,20030421,102057,,,QF,,,,
294,Clay,32,A,20030421,103888,,,QF,,,,
293,Clay,32,A,20030421,101956,,,R16,,,,
292,Clay,32,A,20030421,102998,,,R16,,,,
291,Clay,32,A,20030421,103888,,,R16,,,,
290,Clay,32,A,20030421,102057,,,R16,,,,
289,Clay,32,A,20030421,102388,,,R16,,,,
288,Clay,32,A,20030421,102925,,,R16,,,,
287,Clay,32,A,20030421,102076,,,R16,,,,
286,Clay,32,A,20030421,102458,,,R16,,,,
300,Grass,32,A,20030616,103184,,,F,,,,
299,Grass,32,A,20030616,103184,,,SF,,,,
298,Grass,32,A,20030616,102215,,,SF,,,,
297,Grass,32,A,20030616,103184,,,QF,,,,
296,Grass,32,A,20030616,102215,,,QF,,,,
295,Grass,32,A,20030616,101904,,,QF,,,,
294,Grass,32,A,20030616,103813,,,QF,,,,
293,Grass,32,A,20030616,103184,,,R16,,,,
292,Grass,32,A,20030616,102965,,,R16,,,,
291,Grass,32,A,20030616,102215,,,R16,,,,
290,Grass,32,A,20030616,101904,,,R16,,,,
289,Grass,32,A,20030616,101682,,,R16,,,,
288,Grass,32,A,20030616,103888,,,R16,,,,
287,Grass,32,A,20030616,103813,,,R16,,,,
286,Grass,32,A,20030616,102434,,,R16,,,,
300,Clay,32,A,20030908,101373,,,F,,,,
299,Clay,32,A,20030908,101373,,,SF,,,,
298,Clay,32,A,20030908,102388,,,SF,,,,
297,Clay,32,A,20030908,102463,,,QF,,,,
296,Clay,32,A,20030908,102388,,,QF,,,,
295,Clay,32,A,20030908,101373,,,QF,,,,
294,Clay,32,A,20030908,102382,,,QF,,,,
293,Clay,32,A,20030908,102463,,,R16,,,,
292,Clay,32,A,20030908,103118,,,R16,,,,
291,Clay,32,A,20030908,102388,,,R16,,,,
290,Clay,32,A,20030908,101373,,,R16,,,,
289,Clay,32,A,20030908,103971,,,R16,,,,
288,Clay,32,A,20030908,102382,,,R16,,,,
287,Clay,32,A,20030908,101983,,,R16,,,,
286,Clay,32,A,20030908,103454,,,R16,,,,
300,Clay,32,A,20030224,101956,,,F,,,,
299,Clay,32,A,20030224,101956,,,SF,,,,
298,Clay,32,A,20030224,103970,,,SF,,,,
297,Clay,32,A,20030224,101956,,,QF,,,,
296,Clay,32,A,20030224,103184,,,QF,,,,
295,Clay,32,A,20030224,102477,,,QF,,,,
294,Clay,32,A,20030224,103970,,,QF,,,,
293,Clay,32,A,20030224,101956,,,R16,,,,
292,Clay,32,A,20030224,103184,,,R16,,,,
291,Clay,32,A,20030224,102215,,,R16,,,,
290,Clay,32,A,20030224,102477,,,R16,,,,
289,Clay,32,A,20030224,102860,,,R16,,,,
288,Clay,32,A,20030224,102886,,,R16,,,,
287,Clay,32,A,20030224,103970,,,R16,,,,
286,Clay,32,A,20030224,102287,,,R16,,,,
300,Hard,32,A,20030922,101885,,,F,,,,
299,Hard,32,A,20030922,101885,,,SF,,,,
298,Hard,32,A,20030922,103337,,,SF,,,,
297,Hard,32,A,20030922,101885,,,QF,,,,
296,Hard,32,A,20030922,102768,,,QF,,,,
295,Hard,32,A,20030922,102562,,,QF,,,,
294,Hard,32,A,20030922,103337,,,QF,,,,
293,Hard,32,A,20030922,101885,,,R16,,,,
292,Hard,32,A,20030922,102984,,,R16,,,,
291,Hard,32,A,20030922,102821,,,R16,,,,
290,Hard,32,A,20030922,102751,,,R16,,,,
289,Hard,32,A,20030922,102768,,,R16,,,,
288,Hard,32,A,20030922,102925,,,R16,,,,
287,Hard,32,A,20030922,102562,,,R16,,,,
286,Hard,32,A,20030922,103337,,,R16,,,,
300,Hard,32,A,20021230,102306,,,F,,,,
299,Hard,32,A,20021230,102886,,,SF,,,,
298,Hard,32,A,20021230,102306,,,SF,,,,
297,Hard,32,A,20021230,102405,,,QF,,,,
296,Hard,32,A,20021230,103115,,,QF,,,,
295,Hard,32,A,20021230,102886,,,QF,,,,
294,Hard,32,A,20021230,102306,,,QF,,,,
293,Hard,32,A,20021230,102405,,,R16,,,,
292,Hard,32,A,20021230,102233,,,R16,,,,
291,Hard,32,A,20021230,103656,,,R16,,,,
290,Hard,32,A,20021230,102886,,,R16,,,,
289,Hard,32,A,20021230,101373,,,R16,,,,
288,Hard,32,A,20021230,103084,,,R16,,,,
287,Hard,32,A,20021230,103115,,,R16,,,,
286,Hard,32,A,20021230,102306,,,R16,,,,
300,Hard,48,M,20041018,101956,,,F,,,,
299,Hard,48,M,20041018,101956,,,SF,,,,
298,Hard,48,M,20041018,103184,,,SF,,,,
297,Hard,48,M,20041018,101956,,,QF,,,,
296,Hard,48,M,20041018,103184,,,QF,,,,
295,Hard,48,M,20041018,102405,,,QF,,,,
294,Hard,48,M,20041018,102093,,,QF,,,,
293,Hard,48,M,20041018,101956,,,R16,,,,
292,Hard,48,M,20041018,103184,,,R16,,,,
291,Hard,48,M,20041018,102405,,,R16,,,,
290,Hard,48,M,20041018,101885,,,R16,,,,
289,Hard,48,M,20041018,103428,,,R16,,,,
288,Hard,48,M,20041018,102093,,,R16,,,,
287,Hard,48,M,20041018,102477,,,R16,,,,
286,Hard,48,M,20041018,103103,,,R16,,,,
300,Hard,32,A,20040927,102925,,,F,,,,
299,Hard,32,A,20040927,102925,,,SF,,,,
298,Hard,32,A,20040927,103254,,,SF,,,,
297,Hard,32,A,20040927,102925,,,QF,,,,
296,Hard,32,A,20040927,103459,,,QF,,,,
295,Hard,32,A,20040927,103254,,,QF,,,,
294,Hard,32,A,20040927,102388,,,QF,,,,
293,Hard,32,A,20040927,102405,,,R16,,,,
292,Hard,32,A,20040927,103254,,,R16,,,,
291,Hard,32,A,20040927,102388,,,R16,,,,
290,Hard,32,A,20040927,103459,,,R16,,,,
289,Hard,32,A,20040927,103843,,,R16,,,,
288,Hard,32,A,20040927,104925,,,R16,,,,
287,Hard,32,A,20040927,102925,,,R16,,,,
286,Hard,32,A,20040927,102563,,,R16,,,,
300,Hard,32,A,20040112,102405,,,F,,,,
299,Hard,32,A,20040112,102405,,,SF,,,,
298,Hard,32,A,20040112,102562,,,SF,,,,
297,Hard,32,A,20040112,102405,,,QF,,,,
296,Hard,32,A,20040112,102562,,,QF,,,,
295,Hard,32,A,20040112,101932,,,QF,,,,
294,Hard,32,A,20040112,102979,,,QF,,,,
293,Hard,32,A,20040112,102405,,,R16,,,,
292,Hard,32,A,20040112,102477,,,R16,,,,
291,Hard,32,A,20040112,101932,,,R16,,,,
290,Hard,32,A,20040112,102979,,,R16,,,,
289,Hard,32,A,20040112,102998,,,R16,,,,
288,Hard,32,A,20040112,103066,,,R16,,,,
287,Hard,32,A,20040112,103813,,,R16,,,,
286,Hard,32,A,20040112,102562,,,R16,,,,
300,Clay,32,A,20040517,102251,,,F,,,,
299,Clay,32,A,20040517,102251,,,SF,,,,
298,Clay,32,A,20040517,103115,,,SF,,,,
297,Clay,32,A,20040517,102251,,,QF,,,,
296,Clay,32,A,20040517,103115,,,QF,,,,
295,Clay,32,A,20040517,104339,,,QF,,,,
294,Clay,32,A,20040517,103333,,,QF,,,,
293,Clay,32,A,20040517,102251,,,R16,,,,
292,Clay,32,A,20040517,103115,,,R16,,,,
291,Clay,32,A,20040517,102382,,,R16,,,,
290,Clay,32,A,20040517,101097,,,R16,,,,
289,Clay,32,A,20040517,104339,,,R16,,,,
288,Clay,32,A,20040517,102795,,,R16,,,,
287,Clay,32,A,20040517,103333,,,R16,,,,
286,Clay,32,A,20040517,103711,,,R16,,,,
300,Clay,32,A,20040426,103484,,,F,,,,
299,Clay,32,A,20040426,103484,,,SF,,,,
298,Clay,32,A,20040426,102382,,,SF,,,,
297,Clay,32,A,20040426,101932,,,QF,,,,
296,Clay,32,A,20040426,102382,,,QF,,,,
295,Clay,32,A,20040426,103484,,,QF,,,,
294,Clay,32,A,20040426,104026,,,QF,,,,
293,Clay,32,A,20040426,101932,,,R16,,,,
292,Clay,32,A,20040426,102382,,,R16,,,,
291,Clay,32,A,20040426,102694,,,R16,,,,
290,Clay,32,A,20040426,103484,,,R16,,,,
289,Clay,32,A,20040426,101373,,,R16,,,,
288,Clay,32,A,20040426,103115,,,R16,,,,
287,Clay,32,A,20040426,104026,,,R16,,,,
286,Clay,32,A,20040426,103387,,,R16,,,,
300,Grass,56,A,20040607,103184,,,F,,,,
299,Grass,56,A,20040607,103184,,,SF,,,,
298,Grass,56,A,20040607,101956,,,SF,,,,
297,Grass,56,A,20040607,103184,,,QF,,,,
296,Grass,56,A,20040607,101956,,,QF,,,,
295,Grass,56,A,20040607,101885,,,QF,,,,
294,Grass,56,A,20040607,103018,,,QF,,,,
293,Grass,56,A,20040607,103184,,,R16,,,,
292,Grass,56,A,20040607,101956,,,R16,,,,
291,Grass,56,A,20040607,101885,,,R16,,,,
290,Grass,56,A,20040607,102286,,,R16,,,,
289,Grass,56,A,20040607,103018,,,R16,,,,
288,Grass,56,A,20040607,103898,,,R16,,,,
287,Grass,56,A,20040607,102979,,,R16,,,,
286,Grass,56,A,20040607,103573,,,R16,,,,
285,Grass,56,A,20040607,101736,,,R32,,,,
284,Grass,56,A,20040607,104339,,,R32,,,,
283,Grass,56,A,20040607,103898,,,R32,,,,
282,Grass,56,A,20040607,102979,,,R32,,,,
281,Grass,56,A,20040607,103573,,,R32,,,,
280,Grass,56,A,20040607,103206,,,R32,,,,
279,Grass,56,A,20040607,103459,,,R32,,,,
278,Grass,56,A,20040607,101097,,,R32,,,,
300,Clay,32,A,20040705,102233,,,F,,,,
299,Clay,32,A,20040705,102233,,,SF,,,,
298,Clay,32,A,20040705,101820,,,SF,,,,
297,Clay,32,A,20040705,102233,,,QF,,,,
296,Clay,32,A,20040705,101820,,,QF,,,,
295,Clay,32,A,20040705,101932,,,QF,,,,
294,Clay,32,A,20040705,102318,,,QF,,,,
293,Clay,32,A,20040705,102233,,,R16,,,,
292,Clay,32,A,20040705,102886,,,R16,,,,
291,Clay,32,A,20040705,101932,,,R16,,,,
290,Clay,32,A,20040705,102318,,,R16,,,,
289,Clay,32,A,20040705,103333,,,R16,,,,
288,Clay,32,A,20040705,103656,,,R16,,,,
287,Clay,32,A,20040705,102562,,,R16,,,,
286,Clay,32,A,20040705,101820,,,R16,,,,
300,Grass,32,A,20040705,103459,,,F,,,,
299,Grass,32,A,20040705,103459,,,SF,,,,
298,Grass,32,A,20040705,102571,,,SF,,,,
297,Grass,32,A,20040705,102076,,,QF,,,,
296,Grass,32,A,20040705,103459,,,QF,,,,
295,Grass,32,A,20040705,102571,,,QF,,,,
294,Grass,32,A,20040705,102659,,,QF,,,,
293,Grass,32,A,20040705,103248,,,R16,,,,
292,Grass,32,A,20040705,102076,,,R16,,,,
291,Grass,32,A,20040705,103459,,,R16,,,,
290,Grass,32,A,20040705,102571,,,R16,,,,
289,Grass,32,A,20040705,102902,,,R16,,,,
288,Grass,32,A,20040705,102042,,,R16,,,,
287,Grass,32,A,20040705,103153,,,R16,,,,
286,Grass,32,A,20040705,102659,,,R16,,,,
300,Clay,32,A,20040705,102035,,,F,,,,
299,Clay,32,A,20040705,102035,,,SF,,,,
298,Clay,32,A,20040705,102388,,,SF,,,,
297,Clay,32,A,20040705,102035,,,QF,,,,
296,Clay,32,A,20040705,101373,,,QF,,,,
295,Clay,32,A,20040705,102388,,,QF,,,,
294,Clay,32,A,20040705,103602,,,QF,,,,
293,Clay,32,A,20040705,102035,,,R16,,,,
292,Clay,32,A,20040705,102860,,,R16,,,,
291,Clay,32,A,20040705,101373,,,R16,,,,
290,Clay,32,A,20040705,103786,,,R16,,,,
289,Clay,32,A,20040705,102388,,,R16,,,,
288,Clay,32,A,20040705,102398,,,R16,,,,
287,Clay,32,A,20040705,103602,,,R16,,,,
286,Clay,32,A,20040705,103813,,,R16,,,,
300,Clay,32,A,20040712,103711,,,F,,,,
299,Clay,32,A,20040712,103711,,,SF,,,,
298,Clay,32,A,20040712,104076,,,SF,,,,
297,Clay,32,A,20040712,102979,,,QF,,,,
296,Clay,32,A,20040712,103711,,,QF,,,,
295,Clay,32,A,20040712,104076,,,QF,,,,
294,Clay,32,A,20040712,103252,,,QF,,,,
293,Clay,32,A,20040712,102979,,,R16,,,,
292,Clay,32,A,20040712,104076,,,R16,,,,
291,Clay,32,A,20040712,103711,,,R16,,,,
290,Clay,32,A,20040712,103252,,,R16,,,,
289,Clay,32,A,20040712,103201,,,R16,,,,
288,Clay,32,A,20040712,103699,,,R16,,,,
287,Clay,32,A,20040712,103454,,,R16,,,,
286,Clay,32,A,20040712,103171,,,R16,,,,
300,Clay,48,A,20040719,102886,,,F,,,,
299,Clay,48,A,20040719,102463,,,SF,,,,
298,Clay,48,A,20040719,102886,,,SF,,,,
297,Clay,48,A,20040719,102093,,,QF,,,,
296,Clay,48,A,20040719,101932,,,QF,,,,
295,Clay,48,A,20040719,102886,,,QF,,,,
294,Clay,48,A,20040719,102463,,,QF,,,,
293,Clay,48,A,20040719,102093,,,R16,,,,
292,Clay,48,A,20040719,101932,,,R16,,,,
291,Clay,48,A,20040719,102886,,,R16,,,,
290,Clay,48,A,20040719,102251,,,R16,,,,
289,Clay,48,A,20040719,102463,,,R16,,,,
288,Clay,48,A,20040719,102979,,,R16,,,,
287,Clay,48,A,20040719,103781,,,R16,,,,
286,Clay,48,A,20040719,101924,,,R16,,,,
300,Clay,48,A,20040712,102562,,,F,,,,
299,Clay,48,A,20040712,102388,,,SF,,,,
298,Clay,48,A,20040712,102562,,,SF,,,,
297,Clay,48,A,20040712,102463,,,QF,,,,
296,Clay,48,A,20040712,102388,,,QF,,,,
295,Clay,48,A,20040712,102562,,,QF,,,,
294,Clay,48,A,20040712,102783,,,QF,,,,
293,Clay,48,A,20040712,102093,,,R16,,,,
292,Clay,48,A,20040712,102388,,,R16,,,,
291,Clay,48,A,20040712,102562,,,R16,,,,
290,Clay,48,A,20040712,102783,,,R16,,,,
289,Clay,48,A,20040712,102463,,,R16,,,,
288,Clay,48,A,20040712,103084,,,R16,,,,
287,Clay,48,A,20040712,102251,,,R16,,,,
286,Clay,48,A,20040712,104745,,,R16,,,,
300,Clay,32,A,20040927,102463,,,F,,,,
299,Clay,32,A,20040927,102477,,,SF,,,,
298,Clay,32,A,20040927,102463,,,SF,,,,
297,Clay,32,A,20040927,102477,,,QF,,,,
296,Clay,32,A,20040927,102886,,,QF,,,,
295,Clay,32,A,20040927,102463,,,QF,,,,
294,Clay,32,A,20040927,103586,,,QF,,,,
293,Clay,32,A,20040927,102477,,,R16,,,,
292,Clay,32,A,20040927,102886,,,R16,,,,
291,Clay,32,A,20040927,102463,,,R16,,,,
290,Clay,32,A,20040927,103586,,,R16,,,,
289,Clay,32,A,20040927,104076,,,R16,,,,
288,Clay,32,A,20040927,102398,,,R16,,,,
287,Clay,32,A,20040927,103711,,,R16,,,,
286,Clay,32,A,20040927,103808,,,R16,,,,
300,Carpet,32,A,20041025,103184,,,F,,,,
299,Carpet,32,A,20041025,102463,,,SF,,,,
298,Carpet,32,A,20041025,103184,,,SF,,,,
297,Carpet,32,A,20041025,101956,,,QF,,,,
296,Carpet,32,A,20041025,103184,,,QF,,,,
295,Carpet,32,A,20041025,102463,,,QF,,,,
294,Carpet,32,A,20041025,104339,,,QF,,,,
293,Carpet,32,A,20041025,101956,,,R16,,,,
292,Carpet,32,A,20041025,103184,,,R16,,,,
291,Carpet,32,A,20041025,102286,,,R16,,,,
290,Carpet,32,A,20041025,102477,,,R16,,,,
289,Carpet,32,A,20041025,104339,,,R16,,,,
288,Carpet,32,A,20041025,102463,,,R16,,,,
287,Carpet,32,A,20041025,103843,,,R16,,,,
286,Carpet,32,A,20041025,102562,,,R16,,,,
300,Hard,48,A,20041004,101932,,,F,,,,
299,Hard,48,A,20041004,101932,,,SF,,,,
298,Hard,48,A,20041004,102562,,,SF,,,,
297,Hard,48,A,20041004,103813,,,QF,,,,
296,Hard,48,A,20041004,101932,,,QF,,,,
295,Hard,48,A,20041004,103254,,,QF,,,,
294,Hard,48,A,20041004,102562,,,QF,,,,
293,Hard,48,A,20041004,101885,,,R16,,,,
292,Hard,48,A,20041004,101932,,,R16,,,,
291,Hard,48,A,20041004,103254,,,R16,,,,
290,Hard,48,A,20041004,102562,,,R16,,,,
289,Hard,48,A,20041004,102979,,,R16,,,,
288,Hard,48,A,20041004,102659,,,R16,,,,
287,Hard,48,A,20041004,102984,,,R16,,,,
286,Hard,48,A,20041004,103813,,,R16,,,,
300,Hard,32,A,20041011,102093,,,F,,,,
299,Hard,32,A,20041011,102477,,,SF,,,,
298,Hard,32,A,20041011,102093,,,SF,,,,
297,Hard,32,A,20041011,101956,,,QF,,,,
296,Hard,32,A,20041011,102093,,,QF,,,,
295,Hard,32,A,20041011,102477,,,QF,,,,
294,Hard,32,A,20041011,103632,,,QF,,,,
293,Hard,32,A,20041011,101956,,,R16,,,,
292,Hard,32,A,20041011,102233,,,R16,,,,
291,Hard,32,A,20041011,102477,,,R16,,,,
290,Hard,32,A,20041011,103632,,,R16,,,,
289,Hard,32,A,20041011,102610,,,R16,,,,
288,Hard,32,A,20041011,102093,,,R16,,,,
287,Hard,32,A,20041011,101904,,,R16,,,,
286,Hard,32,A,20041011,103781,,,R16,,,,
300,Hard,32,A,20040112,102035,,,F,,,,
299,Hard,32,A,20040112,103184,,,SF,,,,
298,Hard,32,A,20040112,102035,,,SF,,,,
297,Hard,32,A,20040112,103184,,,QF,,,,
296,Hard,32,A,20040112,102035,,,QF,,,,
295,Hard,32,A,20040112,103254,,,QF,,,,
294,Hard,32,A,20040112,102860,,,QF,,,,
293,Hard,32,A,20040112,103184,,,R16,,,,
292,Hard,32,A,20040112,102035,,,R16,,,,
291,Hard,32,A,20040112,102860,,,R16,,,,
290,Hard,32,A,20040112,101885,,,R16,,,,
289,Hard,32,A,20040112,103254,,,R16,,,,
288,Hard,32,A,20040112,102093,,,R16,,,,
287,Hard,32,A,20040112,102968,,,R16,,,,
286,Hard,32,A,20040112,103694,,,R16,,,,
300,Hard,32,A,20041011,103096,,,F,,,,
299,Hard,32,A,20041011,103096,,,SF,,,,
298,Hard,32,A,20041011,103344,,,SF,,,,
297,Hard,32,A,20041011,103096,,,QF,,,,
296,Hard,32,A,20041011,103344,,,QF,,,,
295,Hard,32,A,20041011,102694,,,QF,,,,
294,Hard,32,A,20041011,102659,,,QF,,,,
293,Hard,32,A,20041011,102694,,,R16,,,,
292,Hard,32,A,20041011,103096,,,R16,,,,
291,Hard,32,A,20041011,102659,,,R16,,,,
290,Hard,32,A,20041011,103115,,,R16,,,,
289,Hard,32,A,20041011,102374,,,R16,,,,
288,Hard,32,A,20041011,102998,,,R16,,,,
287,Hard,32,A,20041011,103344,,,R16,,,,
286,Hard,32,A,20041011,103133,,,R16,,,,
300,Carpet,48,M,20041101,102035,,,F,,,,
299,Carpet,48,M,20041101,102035,,,SF,,,,
298,Carpet,48,M,20041101,102286,,,SF,,,,
297,Carpet,48,M,20041101,102286,,,QF,,,,
296,Carpet,48,M,20041101,102035,,,QF,,,,
295,Carpet,48,M,20041101,102405,,,QF,,,,
294,Carpet,48,M,20041101,103898,,,QF,,,,
293,Carpet,48,M,20041101,101956,,,R16,,,,
292,Carpet,48,M,20041101,103898,,,R16,,,,
291,Carpet,48,M,20041101,102035,,,R16,,,,
290,Carpet,48,M,20041101,102405,,,R16,,,,
289,Carpet,48,M,20041101,102286,,,R16,,,,
288,Carpet,48,M,20041101,102093,,,R16,,,,
287,Carpet,48,M,20041101,103602,,,R16,,,,
286,Carpet,48,M,20041101,103103,,,R16,,,,
300,Clay,32,A,20040517,102718,,,F,,,,
299,Clay,32,A,20040517,103254,,,SF,,,,
298,Clay,32,A,20040517,102718,,,SF,,,,
297,Clay,32,A,20040517,103254,,,QF,,,,
296,Clay,32,A,20040517,103459,,,QF,,,,
295,Clay,32,A,20040517,102718,,,QF,,,,
294,Clay,32,A,20040517,103007,,,QF,,,,
293,Clay,32,A,20040517,103254,,,R16,,,,
292,Clay,32,A,20040517,103459,,,R16,,,,
291,Clay,32,A,20040517,102984,,,R16,,,,
290,Clay,32,A,20040517,103898,,,R16,,,,
289,Clay,32,A,20040517,102718,,,R16,,,,
288,Clay,32,A,20040517,103007,,,R16,,,,
287,Clay,32,A,20040517,102659,,,R16,,,,
286,Clay,32,A,20040517,103169,,,R16,,,,
300,Hard,32,A,20040216,103184,,,F,,,,
299,Hard,32,A,20040216,103184,,,SF,,,,
298,Hard,32,A,20040216,102979,,,SF,,,,
297,Hard,32,A,20040216,103184,,,QF,,,,
296,Hard,32,A,20040216,102979,,,QF,,,,
295,Hard,32,A,20040216,102998,,,QF,,,,
294,Hard,32,A,20040216,103163,,,QF,,,,
293,Hard,32,A,20040216,103184,,,R16,,,,
292,Hard,32,A,20040216,103017,,,R16,,,,
291,Hard,32,A,20040216,102979,,,R16,,,,
290,Hard,32,A,20040216,103459,,,R16,,,,
289,Hard,32,A,20040216,103484,,,R16,,,,
288,Hard,32,A,20040216,102998,,,R16,,,,
287,Hard,32,A,20040216,103163,,,R16,,,,
286,Hard,32,A,20040216,103598,,,R16,,,,
300,Hard,96,M,20040322,102286,,,F,,,,
299,Hard,96,M,20040322,102286,,,SF,,,,
298,Hard,96,M,20040322,102035,,,SF,,,,
297,Hard,96,M,20040322,103184,,,QF,,,,
296,Hard,96,M,20040322,102035,,,QF,,,,
295,Hard,96,M,20040322,102286,,,QF,,,,
294,Hard,96,M,20040322,101956,,,QF,,,,
293,Hard,96,M,20040322,103184,,,R16,,,,
292,Hard,96,M,20040322,103096,,,R16,,,,
291,Hard,96,M,20040322,102035,,,R16,,,,
290,Hard,96,M,20040322,103080,,,R16,,,,
289,Hard,96,M,20040322,101956,,,R16,,,,
288,Hard,96,M,20040322,102093,,,R16,,,,
287,Hard,96,M,20040322,102233,,,R16,,,,
286,Hard,96,M,20040322,102286,,,R16,,,,
285,Hard,96,M,20040322,103184,,,R32,,,,
284,Hard,96,M,20040322,102405,,,R32,,,,
283,Hard,96,M,20040322,102035,,,R32,,,,
282,Hard,96,M,20040322,103080,,,R32,,,,
281,Hard,96,M,20040322,101956,,,R32,,,,
280,Hard,96,M,20040322,102093,,,R32,,,,
279,Hard,96,M,20040322,102233,,,R32,,,,
278,Hard,96,M,20040322,102286,,,R32,,,,
277,Hard,96,M,20040322,103254,,,R32,,,,
276,Hard,96,M,20040322,103115,,,R32,,,,
275,Hard,96,M,20040322,103096,,,R32,,,,
274,Hard,96,M,20040322,102968,,,R32,,,,
273,Hard,96,M,20040322,102984,,,R32,,,,
272,Hard,96,M,20040322,104745,,,R32,,,,
